receipt_id,visit_id,paid_at,payment_method,customer_id,subtotal_yen,discount_total_yen,tax_rate_applied,tax_rate_hist_id,tax_yen,total_yen,applied_discount_ids,points_earned,points_used
R00001401,V00001401,2025-02-07T10:48:23+09:00,card,,6660,433,0.08,TH00000003,498,6725,D001|D002,0,0
R00001402,V00001402,2025-02-07T17:22:53+09:00,card,,8730,537,0.08,TH00000003,655,8848,D001|D002,0,0
R00001403,V00001403,2025-02-07T19:37:43+09:00,card,,980,149,0.08,TH00000003,66,897,D001|D002,0,0
R00001404,V00001404,2025-02-07T17:06:18+09:00,card,,5760,388,0.08,TH00000003,430,5802,D001|D002,0,0
R00001405,V00001405,2025-02-07T13:23:29+09:00,cash,,8770,539,0.08,TH00000003,658,8889,D001|D002,0,0
R00001406,V00001406,2025-02-07T15:11:17+09:00,qr,C00000407,3160,258,0.08,TH00000003,232,3134,D001|D002,0,0
R00001407,V00001407,2025-02-07T12:44:04+09:00,qr,C00000408,7190,460,0.08,TH00000003,538,7268,D001|D002,0,0
R00001408,V00001408,2025-02-07T10:31:16+09:00,card,,10220,611,0.08,TH00000003,769,10378,D001|D002,0,0
R00001409,V00001409,2025-02-07T17:12:09+09:00,cash,,6950,448,0.08,TH00000003,520,7022,D001|D002,0,0
R00001410,V00001410,2025-02-07T20:55:52+09:00,qr,C00000409,11100,655,0.08,TH00000003,836,11281,D001|D002,0,0
R00001411,V00001411,2025-02-07T09:04:54+09:00,cash,,11830,692,0.08,TH00000003,891,12029,D001|D002,0,0
R00001412,V00001412,2025-02-07T21:26:40+09:00,qr,,680,134,0.08,TH00000003,44,590,D001|D002,0,0
R00001413,V00001413,2025-02-07T18:59:57+09:00,cash,,6040,402,0.08,TH00000003,451,6089,D001|D002,0,0
R00001414,V00001414,2025-02-07T11:07:14+09:00,qr,C00000410,1040,152,0.08,TH00000003,71,959,D001|D002,0,0
R00001415,V00001415,2025-02-07T09:23:41+09:00,cash,,7250,463,0.08,TH00000003,543,7330,D001|D002,0,0
R00001416,V00001416,2025-02-07T19:11:15+09:00,qr,,390,120,0.08,TH00000003,22,292,D001|D002,0,0
R00001417,V00001417,2025-02-07T15:18:32+09:00,card,C00000411,10340,617,0.08,TH00000003,778,10501,D001|D002,0,0
R00001418,V00001418,2025-02-07T20:50:51+09:00,card,,780,139,0.08,TH00000003,51,692,D001|D002,0,0
R00001419,V00001419,2025-02-07T10:51:37+09:00,cash,C00000412,3250,263,0.08,TH00000003,239,3226,D001|D002,0,0
R00001420,V00001420,2025-02-07T18:47:25+09:00,qr,,5130,357,0.08,TH00000003,382,5155,D001|D002,0,0
R00001421,V00001421,2025-02-07T18:12:34+09:00,cash,C00000413,5300,365,0.08,TH00000003,395,5330,D001|D002,0,0
R00001422,V00001422,2025-02-07T16:55:38+09:00,card,C00000414,12870,744,0.08,TH00000003,970,13096,D001|D002,0,0
R00001423,V00001423,2025-02-07T22:14:30+09:00,qr,,9200,560,0.08,TH00000003,691,9331,D001|D002,0,0
R00001424,V00001424,2025-02-07T08:41:23+09:00,card,,6440,422,0.08,TH00000003,481,6499,D001|D002,0,0
R00001425,V00001425,2025-02-07T10:51:31+09:00,card,C00000415,6450,423,0.08,TH00000003,482,6509,D001|D002,0,0
R00001426,V00001426,2025-02-07T20:18:48+09:00,cash,,2280,214,0.08,TH00000003,165,2231,D001|D002,0,0
R00001427,V00001427,2025-02-08T10:59:30+09:00,qr,C00000416,2920,246,0.08,TH00000003,214,2888,D001|D002,0,0
R00001428,V00001428,2025-02-08T09:41:49+09:00,card,,10280,614,0.08,TH00000003,773,10439,D001|D002,0,0
R00001429,V00001429,2025-02-08T10:45:20+09:00,cash,,3900,295,0.08,TH00000003,288,3893,D001|D002,0,0
R00001430,V00001430,2025-02-08T13:13:21+09:00,card,C00000417,9380,569,0.08,TH00000003,705,9516,D001|D002,0,0
R00001431,V00001431,2025-02-08T22:14:52+09:00,cash,,2400,220,0.08,TH00000003,174,2354,D001|D002,0,0
R00001432,V00001432,2025-02-08T11:10:50+09:00,cash,,5750,388,0.08,TH00000003,429,5791,D001|D002,0,0
R00001433,V00001433,2025-02-08T10:18:20+09:00,card,C00000418,2730,237,0.08,TH00000003,199,2692,D001|D002,0,0
R00001434,V00001434,2025-02-08T11:11:22+09:00,cash,,5010,351,0.08,TH00000003,373,5032,D001|D002,0,0
R00001435,V00001435,2025-02-08T10:27:48+09:00,qr,C00000419,1600,180,0.08,TH00000003,114,1534,D001|D002,0,0
R00001436,V00001436,2025-02-08T11:59:13+09:00,qr,,12620,731,0.08,TH00000003,951,12840,D001|D002,0,0
R00001437,V00001437,2025-02-08T17:30:23+09:00,card,,520,126,0.08,TH00000003,32,426,D001|D002,0,0
R00001438,V00001438,2025-02-08T11:13:18+09:00,card,,3990,300,0.08,TH00000003,295,3985,D001|D002,0,0
R00001439,V00001439,2025-02-08T22:46:53+09:00,cash,C00000420,6590,430,0.08,TH00000003,493,6653,D001|D002,0,0
R00001440,V00001440,2025-02-08T11:33:42+09:00,card,,9880,594,0.08,TH00000003,743,10029,D001|D002,0,0
R00001441,V00001441,2025-02-08T21:03:06+09:00,cash,,6730,437,0.08,TH00000003,503,6796,D001|D002,0,0
R00001442,V00001442,2025-02-08T15:57:48+09:00,cash,,6530,427,0.08,TH00000003,488,6591,D001|D002,0,0
R00001443,V00001443,2025-02-08T11:53:35+09:00,cash,,5200,360,0.08,TH00000003,387,5227,D001|D002,0,0
R00001444,V00001444,2025-02-08T20:18:27+09:00,cash,,7170,459,0.08,TH00000003,537,7248,D001|D002,0,0
R00001445,V00001445,2025-02-08T13:26:27+09:00,cash,,5780,389,0.08,TH00000003,431,5822,D001|D002,0,0
R00001446,V00001446,2025-02-08T16:58:45+09:00,cash,C00000421,14440,822,0.08,TH00000003,1089,14707,D001|D002,0,0
R00001447,V00001447,2025-02-08T14:19:48+09:00,cash,,9990,600,0.08,TH00000003,751,10141,D001|D002,0,0
R00001448,V00001448,2025-02-08T21:33:16+09:00,cash,,10990,650,0.08,TH00000003,827,11167,D001|D002,0,0
R00001449,V00001449,2025-02-08T20:26:37+09:00,qr,,10990,650,0.08,TH00000003,827,11167,D001|D002,0,0
R00001450,V00001450,2025-02-08T18:44:09+09:00,cash,,4860,343,0.08,TH00000003,361,4878,D001|D002,0,0
R00001451,V00001451,2025-02-08T18:17:11+09:00,cash,,16660,933,0.08,TH00000003,1258,16985,D001|D002,0,0
R00001452,V00001452,2025-02-08T18:32:41+09:00,cash,C00000422,8180,509,0.08,TH00000003,614,8285,D001|D002,0,0
R00001453,V00001453,2025-02-08T16:03:12+09:00,cash,,6640,432,0.08,TH00000003,497,6705,D001|D002,0,0
R00001454,V00001454,2025-02-08T20:56:00+09:00,qr,C00000423,5470,374,0.08,TH00000003,408,5504,D001|D002,0,0
R00001455,V00001455,2025-02-08T21:56:40+09:00,qr,,5420,371,0.08,TH00000003,404,5453,D001|D002,0,0
R00001456,V00001456,2025-02-08T18:16:03+09:00,card,C00000424,7380,469,0.08,TH00000003,553,7464,D001|D002,0,0
R00001457,V00001457,2025-02-08T12:59:13+09:00,cash,C00000425,11160,658,0.08,TH00000003,840,11342,D001|D002,0,0
R00001458,V00001458,2025-02-08T17:11:04+09:00,qr,,11750,688,0.08,TH00000003,885,11947,D001|D002,0,0
R00001459,V00001459,2025-02-08T09:50:27+09:00,qr,C00000426,4300,315,0.08,TH00000003,319,4304,D001|D002,0,0
R00001460,V00001460,2025-02-08T19:18:43+09:00,cash,,2790,240,0.08,TH00000003,204,2754,D001|D002,0,0
R00001461,V00001461,2025-02-08T13:08:01+09:00,card,C00000427,4530,327,0.08,TH00000003,336,4539,D001|D002,0,0
R00001462,V00001462,2025-02-08T09:21:35+09:00,card,,4620,331,0.08,TH00000003,343,4632,D001|D002,0,0
R00001463,V00001463,2025-02-09T21:02:37+09:00,qr,,13850,793,0.08,TH00000003,1045,14102,D001|D002,0,0
R00001464,V00001464,2025-02-09T10:35:54+09:00,card,C00000428,1810,191,0.08,TH00000003,130,1749,D001|D002,0,0
R00001465,V00001465,2025-02-09T15:00:14+09:00,card,C00000429,2400,220,0.08,TH00000003,174,2354,D001|D002,0,0
R00001466,V00001466,2025-02-09T08:22:40+09:00,card,,2940,247,0.08,TH00000003,215,2908,D001|D002,0,0
R00001467,V00001467,2025-02-09T20:23:29+09:00,qr,C00000430,5880,394,0.08,TH00000003,439,5925,D001|D002,0,0
R00001468,V00001468,2025-02-09T12:49:48+09:00,card,C00000431,8040,502,0.08,TH00000003,603,8141,D001|D002,0,0
R00001469,V00001469,2025-02-09T10:00:26+09:00,qr,,5110,356,0.08,TH00000003,380,5134,D001|D002,0,0
R00001470,V00001470,2025-02-09T12:57:59+09:00,card,C00000432,7560,478,0.08,TH00000003,567,7649,D001|D002,0,0
R00001471,V00001471,2025-02-09T13:17:10+09:00,card,,980,149,0.08,TH00000003,66,897,D001|D002,0,0
R00001472,V00001472,2025-02-09T14:23:11+09:00,card,,6690,435,0.08,TH00000003,500,6755,D001|D002,0,0
R00001473,V00001473,2025-02-09T12:14:38+09:00,qr,,3730,287,0.08,TH00000003,275,3718,D001|D002,0,0
R00001474,V00001474,2025-02-09T20:32:02+09:00,card,C00000433,8730,537,0.08,TH00000003,655,8848,D001|D002,0,0
R00001475,V00001475,2025-02-09T13:16:10+09:00,cash,C00000434,7000,450,0.08,TH00000003,524,7074,D001|D002,0,0
R00001476,V00001476,2025-02-09T12:20:13+09:00,cash,,3690,285,0.08,TH00000003,272,3677,D001|D002,0,0
R00001477,V00001477,2025-02-09T09:26:41+09:00,qr,,13410,771,0.08,TH00000003,1011,13650,D001|D002,0,0
R00001478,V00001478,2025-02-09T10:05:00+09:00,cash,C00000435,13380,769,0.08,TH00000003,1009,13620,D001|D002,0,0
R00001479,V00001479,2025-02-09T23:00:00+09:00,qr,C00000436,9760,588,0.08,TH00000003,734,9906,D001|D002,0,0
R00001480,V00001480,2025-02-09T11:54:25+09:00,qr,,6120,406,0.08,TH00000003,457,6171,D001|D002,0,0
R00001481,V00001481,2025-02-09T18:27:19+09:00,qr,,3760,288,0.08,TH00000003,278,3750,D001|D002,0,0
R00001482,V00001482,2025-02-09T18:19:32+09:00,qr,,7460,473,0.08,TH00000003,559,7546,D001|D002,0,0
R00001483,V00001483,2025-02-09T21:20:26+09:00,card,,15480,874,0.08,TH00000003,1168,15774,D001|D002,0,0
R00001484,V00001484,2025-02-09T15:49:39+09:00,qr,,2750,238,0.08,TH00000003,201,2713,D001|D002,0,0
R00001485,V00001485,2025-02-09T21:00:11+09:00,card,,7980,499,0.08,TH00000003,598,8079,D001|D002,0,0
R00001486,V00001486,2025-02-09T20:06:39+09:00,cash,,12270,714,0.08,TH00000003,924,12480,D001|D002,0,0
R00001487,V00001487,2025-02-09T22:22:07+09:00,card,,7200,460,0.08,TH00000003,539,7279,D001|D002,0,0
R00001488,V00001488,2025-02-09T21:50:08+09:00,qr,C00000437,10790,640,0.08,TH00000003,812,10962,D001|D002,0,0
R00001489,V00001489,2025-02-09T15:11:25+09:00,qr,C00000438,11880,694,0.08,TH00000003,895,12081,D001|D002,0,0
R00001490,V00001490,2025-02-09T10:39:15+09:00,card,,6570,429,0.08,TH00000003,491,6632,D001|D002,0,0
R00001491,V00001491,2025-02-09T11:32:54+09:00,qr,,6560,428,0.08,TH00000003,491,6623,D001|D002,0,0
R00001492,V00001492,2025-02-09T08:52:36+09:00,card,C00000439,1960,198,0.08,TH00000003,141,1903,D001|D002,0,0
R00001493,V00001493,2025-02-09T15:14:21+09:00,card,,3380,269,0.08,TH00000003,249,3360,D001|D002,0,0
R00001494,V00001494,2025-02-09T19:21:02+09:00,card,C00000440,2480,224,0.08,TH00000003,180,2436,D001|D002,0,0
R00001495,V00001495,2025-02-09T21:45:08+09:00,card,,4680,334,0.08,TH00000003,348,4694,D001|D002,0,0
R00001496,V00001496,2025-02-09T20:51:46+09:00,cash,C00000441,12680,734,0.08,TH00000003,956,12902,D001|D002,0,0
R00001497,V00001497,2025-02-09T11:19:29+09:00,cash,,9410,571,0.08,TH00000003,707,9546,D001|D002,0,0
R00001498,V00001498,2025-02-09T08:43:22+09:00,cash,,2020,201,0.08,TH00000003,146,1965,D001|D002,0,0
R00001499,V00001499,2025-02-09T20:55:19+09:00,qr,,9340,567,0.08,TH00000003,702,9475,D001|D002,0,0
R00001500,V00001500,2025-02-09T20:17:39+09:00,cash,C00000442,1950,198,0.08,TH00000003,140,1892,D001|D002,0,0
R00001501,V00001501,2025-02-09T15:13:04+09:00,card,,1430,172,0.08,TH00000003,101,1359,D001|D002,0,0
R00001502,V00001502,2025-02-10T09:52:30+09:00,cash,C00000443,520,126,0.08,TH00000003,32,426,D001|D002,0,0
R00001503,V00001503,2025-02-10T13:30:22+09:00,qr,C00000444,4400,320,0.08,TH00000003,326,4406,D001|D002,0,0
R00001504,V00001504,2025-02-10T18:23:38+09:00,cash,C00000445,6510,426,0.08,TH00000003,487,6571,D001|D002,0,0
R00001505,V00001505,2025-02-10T21:53:38+09:00,cash,C00000446,680,134,0.08,TH00000003,44,590,D001|D002,0,0
R00001506,V00001506,2025-02-10T17:34:47+09:00,card,,9600,580,0.08,TH00000003,722,9742,D001|D002,0,0
R00001507,V00001507,2025-02-10T15:41:07+09:00,qr,,6630,432,0.08,TH00000003,496,6694,D001|D002,0,0
R00001508,V00001508,2025-02-10T13:46:38+09:00,qr,C00000447,6880,444,0.08,TH00000003,515,6951,D001|D002,0,0
R00001509,V00001509,2025-02-10T11:23:29+09:00,cash,C00000448,5500,375,0.08,TH00000003,410,5535,D001|D002,0,0
R00001510,V00001510,2025-02-10T12:23:32+09:00,card,,11510,676,0.08,TH00000003,867,11701,D001|D002,0,0
R00001511,V00001511,2025-02-10T16:08:32+09:00,cash,,2910,246,0.08,TH00000003,213,2877,D001|D002,0,0
R00001512,V00001512,2025-02-10T20:41:05+09:00,qr,,1560,178,0.08,TH00000003,111,1493,D001|D002,0,0
R00001513,V00001513,2025-02-10T15:34:55+09:00,qr,,8650,533,0.08,TH00000003,649,8766,D001|D002,0,0
R00001514,V00001514,2025-02-10T12:11:49+09:00,qr,C00000449,10520,626,0.08,TH00000003,792,10686,D001|D002,0,0
R00001515,V00001515,2025-02-10T20:31:38+09:00,card,,14130,807,0.08,TH00000003,1066,14389,D001|D002,0,0
R00001516,V00001516,2025-02-10T14:32:25+09:00,cash,,4240,312,0.08,TH00000003,314,4242,D001|D002,0,0
R00001517,V00001517,2025-02-10T08:48:37+09:00,cash,,7460,473,0.08,TH00000003,559,7546,D001|D002,0,0
R00001518,V00001518,2025-02-10T10:38:42+09:00,card,,7200,460,0.08,TH00000003,539,7279,D001|D002,0,0
R00001519,V00001519,2025-02-10T20:25:45+09:00,cash,,680,134,0.08,TH00000003,44,590,D001|D002,0,0
R00001520,V00001520,2025-02-10T20:56:40+09:00,qr,C00000450,4450,323,0.08,TH00000003,330,4457,D001|D002,0,0
R00001521,V00001521,2025-02-10T13:51:38+09:00,card,C00000451,8520,526,0.08,TH00000003,640,8634,D001|D002,0,0
R00001522,V00001522,2025-02-10T14:56:57+09:00,cash,,4220,311,0.08,TH00000003,313,4222,D001|D002,0,0
R00001523,V00001523,2025-02-10T13:54:14+09:00,qr,,11150,658,0.08,TH00000003,839,11331,D001|D002,0,0
R00001524,V00001524,2025-02-10T20:11:22+09:00,qr,C00000452,4930,347,0.08,TH00000003,367,4950,D001|D002,0,0
R00001525,V00001525,2025-02-10T12:04:01+09:00,cash,C00000453,1070,154,0.08,TH00000003,73,989,D001|D002,0,0
R00001526,V00001526,2025-02-10T20:34:50+09:00,card,C00000454,6920,446,0.08,TH00000003,518,6992,D001|D002,0,0
R00001527,V00001527,2025-02-10T08:31:49+09:00,cash,C00000455,5980,399,0.08,TH00000003,446,6027,D001|D002,0,0
R00001528,V00001528,2025-02-10T11:37:13+09:00,card,,450,123,0.08,TH00000003,26,353,D001|D002,0,0
R00001529,V00001529,2025-02-10T12:36:49+09:00,card,,3960,298,0.08,TH00000003,293,3955,D001|D002,0,0
R00001530,V00001530,2025-02-10T22:27:10+09:00,card,C00000456,4800,340,0.08,TH00000003,357,4817,D001|D002,0,0
R00001531,V00001531,2025-02-10T21:30:17+09:00,qr,,3500,275,0.08,TH00000003,258,3483,D001|D002,0,0
R00001532,V00001532,2025-02-10T20:00:45+09:00,qr,C00000457,5890,395,0.08,TH00000003,440,5935,D001|D002,0,0
R00001533,V00001533,2025-02-10T11:06:15+09:00,card,,14980,849,0.08,TH00000003,1130,15261,D001|D002,0,0
R00001534,V00001534,2025-02-10T12:38:41+09:00,qr,,8710,536,0.08,TH00000003,654,8828,D001|D002,0,0
R00001535,V00001535,2025-02-10T19:03:45+09:00,card,,4540,327,0.08,TH00000003,337,4550,D001|D002,0,0
R00001536,V00001536,2025-02-10T13:46:34+09:00,card,,10720,636,0.08,TH00000003,807,10891,D001|D002,0,0
R00001537,V00001537,2025-02-10T21:22:41+09:00,cash,,4090,305,0.08,TH00000003,303,4088,D001|D002,0,0
R00001538,V00001538,2025-02-10T14:47:14+09:00,card,C00000458,2010,201,0.08,TH00000003,145,1954,D001|D002,0,0
R00001539,V00001539,2025-02-10T20:26:16+09:00,cash,,8110,506,0.08,TH00000003,608,8212,D001|D002,0,0
R00001540,V00001540,2025-02-11T16:12:22+09:00,card,,2600,230,0.08,TH00000003,190,2560,D001|D002,0,0
R00001541,V00001541,2025-02-11T12:57:49+09:00,card,C00000459,3210,261,0.08,TH00000003,236,3185,D001|D002,0,0
R00001542,V00001542,2025-02-11T20:04:30+09:00,card,,10180,609,0.08,TH00000003,766,10337,D001|D002,0,0
R00001543,V00001543,2025-02-11T14:17:51+09:00,qr,C00000460,3420,271,0.08,TH00000003,252,3401,D001|D002,0,0
R00001544,V00001544,2025-02-11T12:57:52+09:00,card,,2530,227,0.08,TH00000003,184,2487,D001|D002,0,0
R00001545,V00001545,2025-02-11T09:02:51+09:00,card,,1950,198,0.08,TH00000003,140,1892,D001|D002,0,0
R00001546,V00001546,2025-02-11T21:44:31+09:00,card,C00000461,900,145,0.08,TH00000003,60,815,D001|D002,0,0
R00001547,V00001547,2025-02-11T09:36:05+09:00,card,,4990,350,0.08,TH00000003,371,5011,D001|D002,0,0
R00001548,V00001548,2025-02-11T11:59:19+09:00,qr,,8260,513,0.08,TH00000003,620,8367,D001|D002,0,0
R00001549,V00001549,2025-02-11T18:54:32+09:00,qr,,11720,686,0.08,TH00000003,883,11917,D001|D002,0,0
R00001550,V00001550,2025-02-11T11:28:25+09:00,qr,,3440,272,0.08,TH00000003,253,3421,D001|D002,0,0
R00001551,V00001551,2025-02-11T11:39:05+09:00,card,,7860,493,0.08,TH00000003,589,7956,D001|D002,0,0
R00001552,V00001552,2025-02-11T21:01:22+09:00,qr,C00000462,7080,454,0.08,TH00000003,530,7156,D001|D002,0,0
R00001553,V00001553,2025-02-11T11:02:05+09:00,qr,,4680,334,0.08,TH00000003,348,4694,D001|D002,0,0
R00001554,V00001554,2025-02-11T08:55:35+09:00,card,C00000463,4340,317,0.08,TH00000003,322,4345,D001|D002,0,0
R00001555,V00001555,2025-02-11T13:06:59+09:00,card,C00000464,5900,395,0.08,TH00000003,440,5945,D001|D002,0,0
R00001556,V00001556,2025-02-11T19:59:39+09:00,cash,C00000465,4440,322,0.08,TH00000003,329,4447,D001|D002,0,0
R00001557,V00001557,2025-02-11T20:15:52+09:00,card,C00000466,6560,428,0.08,TH00000003,491,6623,D001|D002,0,0
R00001558,V00001558,2025-02-11T18:41:58+09:00,cash,,2540,227,0.08,TH00000003,185,2498,D001|D002,0,0
R00001559,V00001559,2025-02-11T10:57:58+09:00,card,C00000467,1560,178,0.08,TH00000003,111,1493,D001|D002,0,0
R00001560,V00001560,2025-02-11T14:06:17+09:00,qr,,10930,647,0.08,TH00000003,823,11106,D001|D002,0,0
R00001561,V00001561,2025-02-11T13:51:25+09:00,qr,,6830,442,0.08,TH00000003,511,6899,D001|D002,0,0
R00001562,V00001562,2025-02-11T19:15:02+09:00,cash,C00000468,6590,430,0.08,TH00000003,493,6653,D001|D002,0,0
R00001563,V00001563,2025-02-11T20:32:23+09:00,qr,C00000469,1960,198,0.08,TH00000003,141,1903,D001|D002,0,0
R00001564,V00001564,2025-02-11T14:27:58+09:00,cash,,5570,379,0.08,TH00000003,415,5606,D001|D002,0,0
R00001565,V00001565,2025-02-11T16:12:32+09:00,card,,10280,614,0.08,TH00000003,773,10439,D001|D002,0,0
R00001566,V00001566,2025-02-11T18:01:04+09:00,qr,,12260,713,0.08,TH00000003,924,12471,D001|D002,0,0
R00001567,V00001567,2025-02-11T13:34:02+09:00,qr,,5480,374,0.08,TH00000003,408,5514,D001|D002,0,0
R00001568,V00001568,2025-02-11T10:26:38+09:00,qr,C00000470,5430,372,0.08,TH00000003,405,5463,D001|D002,0,0
R00001569,V00001569,2025-02-11T17:09:15+09:00,qr,,7140,457,0.08,TH00000003,535,7218,D001|D002,0,0
R00001570,V00001570,2025-02-11T17:34:52+09:00,qr,,1960,198,0.08,TH00000003,141,1903,D001|D002,0,0
R00001571,V00001571,2025-02-11T19:50:24+09:00,card,,5190,360,0.08,TH00000003,386,5216,D001|D002,0,0
R00001572,V00001572,2025-02-11T09:13:14+09:00,cash,C00000471,6060,403,0.08,TH00000003,453,6110,D001|D002,0,0
R00001573,V00001573,2025-02-11T21:22:17+09:00,cash,C00000472,4640,332,0.08,TH00000003,345,4653,D001|D002,0,0
R00001574,V00001574,2025-02-12T16:28:03+09:00,card,C00000473,3690,285,0.08,TH00000003,272,3677,D001|D002,0,0
R00001575,V00001575,2025-02-12T15:42:44+09:00,cash,,4400,320,0.08,TH00000003,326,4406,D001|D002,0,0
R00001576,V00001576,2025-02-12T22:26:06+09:00,qr,,3320,266,0.08,TH00000003,244,3298,D001|D002,0,0
R00001577,V00001577,2025-02-12T19:44:06+09:00,qr,,6910,446,0.08,TH00000003,517,6981,D001|D002,0,0
R00001578,V00001578,2025-02-12T12:02:03+09:00,cash,,6200,410,0.08,TH00000003,463,6253,D001|D002,0,0
R00001579,V00001579,2025-02-12T08:50:37+09:00,card,C00000474,11720,686,0.08,TH00000003,883,11917,D001|D002,0,0
R00001580,V00001580,2025-02-12T14:37:59+09:00,card,C00000475,8840,542,0.08,TH00000003,664,8962,D001|D002,0,0
R00001581,V00001581,2025-02-12T16:38:20+09:00,qr,,4080,304,0.08,TH00000003,302,4078,D001|D002,0,0
R00001582,V00001582,2025-02-12T18:45:38+09:00,card,,7830,492,0.08,TH00000003,587,7925,D001|D002,0,0
R00001583,V00001583,2025-02-12T21:41:37+09:00,card,,5330,367,0.08,TH00000003,397,5360,D001|D002,0,0
R00001584,V00001584,2025-02-12T12:07:56+09:00,qr,C00000476,5570,379,0.08,TH00000003,415,5606,D001|D002,0,0
R00001585,V00001585,2025-02-12T19:18:00+09:00,qr,,5970,399,0.08,TH00000003,446,6017,D001|D002,0,0
R00001586,V00001586,2025-02-12T20:55:02+09:00,cash,,5420,371,0.08,TH00000003,404,5453,D001|D002,0,0
R00001587,V00001587,2025-02-12T21:11:14+09:00,cash,,780,139,0.08,TH00000003,51,692,D001|D002,0,0
R00001588,V00001588,2025-02-12T16:14:27+09:00,cash,,2340,217,0.08,TH00000003,170,2293,D001|D002,0,0
R00001589,V00001589,2025-02-12T10:19:35+09:00,card,,7810,491,0.08,TH00000003,586,7905,D001|D002,0,0
R00001590,V00001590,2025-02-12T20:36:22+09:00,card,C00000477,9420,571,0.08,TH00000003,708,9557,D001|D002,0,0
R00001591,V00001591,2025-02-12T14:33:38+09:00,qr,,5550,378,0.08,TH00000003,414,5586,D001|D002,0,0
R00001592,V00001592,2025-02-12T19:38:43+09:00,card,,10000,600,0.08,TH00000003,752,10152,D001|D002,0,0
R00001593,V00001593,2025-02-12T15:32:16+09:00,qr,C00000478,2400,220,0.08,TH00000003,174,2354,D001|D002,0,0
R00001594,V00001594,2025-02-12T10:13:00+09:00,qr,,2910,246,0.08,TH00000003,213,2877,D001|D002,0,0
R00001595,V00001595,2025-02-12T20:56:56+09:00,qr,,10240,612,0.08,TH00000003,770,10398,D001|D002,0,0
R00001596,V00001596,2025-02-12T16:40:19+09:00,card,,9300,565,0.08,TH00000003,699,9434,D001|D002,0,0
R00001597,V00001597,2025-02-12T12:26:10+09:00,qr,,3570,279,0.08,TH00000003,263,3554,D001|D002,0,0
R00001598,V00001598,2025-02-12T19:22:54+09:00,qr,,11260,663,0.08,TH00000003,848,11445,D001|D002,0,0
R00001599,V00001599,2025-02-12T11:01:16+09:00,card,,10910,646,0.08,TH00000003,821,11085,D001|D002,0,0
R00001600,V00001600,2025-02-12T21:26:37+09:00,card,,4010,301,0.08,TH00000003,297,4006,D001|D002,0,0
R00001601,V00001601,2025-02-12T21:41:03+09:00,qr,,6240,412,0.08,TH00000003,466,6294,D001|D002,0,0
R00001602,V00001602,2025-02-12T10:29:20+09:00,qr,,4440,322,0.08,TH00000003,329,4447,D001|D002,0,0
R00001603,V00001603,2025-02-12T16:29:35+09:00,card,C00000479,3310,266,0.08,TH00000003,244,3288,D001|D002,0,0
R00001604,V00001604,2025-02-12T11:00:57+09:00,card,C00000480,7470,474,0.08,TH00000003,560,7556,D001|D002,0,0
R00001605,V00001605,2025-02-12T21:00:21+09:00,qr,,3380,269,0.08,TH00000003,249,3360,D001|D002,0,0
R00001606,V00001606,2025-02-12T09:46:24+09:00,cash,,5060,353,0.08,TH00000003,377,5084,D001|D002,0,0
R00001607,V00001607,2025-02-12T17:22:17+09:00,card,,2380,219,0.08,TH00000003,173,2334,D001|D002,0,0
R00001608,V00001608,2025-02-12T20:44:53+09:00,qr,C00000481,4090,305,0.08,TH00000003,303,4088,D001|D002,0,0
R00001609,V00001609,2025-02-12T22:31:40+09:00,card,,6930,447,0.08,TH00000003,519,7002,D001|D002,0,0
R00001610,V00001610,2025-02-12T12:11:10+09:00,qr,,2340,217,0.08,TH00000003,170,2293,D001|D002,0,0
R00001611,V00001611,2025-02-12T11:40:53+09:00,card,,520,126,0.08,TH00000003,32,426,D001|D002,0,0
R00001612,V00001612,2025-02-12T13:30:04+09:00,cash,C00000482,3990,300,0.08,TH00000003,295,3985,D001|D002,0,0
R00001613,V00001613,2025-02-12T16:25:26+09:00,cash,,8040,502,0.08,TH00000003,603,8141,D001|D002,0,0
R00001614,V00001614,2025-02-12T09:50:58+09:00,card,,900,145,0.08,TH00000003,60,815,D001|D002,0,0
R00001615,V00001615,2025-02-13T13:05:57+09:00,qr,,2360,218,0.08,TH00000003,171,2313,D001|D002,0,0
R00001616,V00001616,2025-02-13T23:00:00+09:00,card,,5140,357,0.08,TH00000003,383,5166,D001|D002,0,0
R00001617,V00001617,2025-02-13T17:07:48+09:00,qr,C00000483,15870,894,0.08,TH00000003,1198,16174,D001|D002,0,0
R00001618,V00001618,2025-02-13T21:37:25+09:00,qr,,8570,529,0.08,TH00000003,643,8684,D001|D002,0,0
R00001619,V00001619,2025-02-13T15:19:25+09:00,card,,900,145,0.08,TH00000003,60,815,D001|D002,0,0
R00001620,V00001620,2025-02-13T14:49:42+09:00,cash,,11450,673,0.08,TH00000003,862,11639,D001|D002,0,0
R00001621,V00001621,2025-02-13T09:55:51+09:00,card,,9600,580,0.08,TH00000003,722,9742,D001|D002,0,0
R00001622,V00001622,2025-02-13T17:23:32+09:00,card,,2540,227,0.08,TH00000003,185,2498,D001|D002,0,0
R00001623,V00001623,2025-02-13T19:33:27+09:00,cash,,6340,417,0.08,TH00000003,474,6397,D001|D002,0,0
R00001624,V00001624,2025-02-13T09:46:04+09:00,cash,C00000484,12920,746,0.08,TH00000003,974,13148,D001|D002,0,0
