order_id,visit_id,ordered_at,channel,order_seq_in_visit
O00003290,V00001651,2025-02-14T17:28:57+09:00,tablet,1
O00003291,V00001651,2025-02-14T18:07:44+09:00,tablet,2
O00003292,V00001652,2025-02-14T13:13:51+09:00,tablet,1
O00003293,V00001653,2025-02-14T14:01:50+09:00,tablet,1
O00003294,V00001653,2025-02-14T14:21:24+09:00,tablet,2
O00003295,V00001654,2025-02-14T19:10:29+09:00,tablet,1
O00003296,V00001655,2025-02-14T09:23:22+09:00,tablet,1
O00003297,V00001655,2025-02-14T10:22:33+09:00,tablet,2
O00003298,V00001655,2025-02-14T10:40:47+09:00,tablet,3
O00003299,V00001656,2025-02-14T17:36:55+09:00,tablet,1
O00003300,V00001656,2025-02-14T17:39:23+09:00,tablet,2
O00003301,V00001656,2025-02-14T17:59:11+09:00,tablet,3
O00003302,V00001657,2025-02-14T14:42:08+09:00,tablet,1
O00003303,V00001657,2025-02-14T15:28:37+09:00,tablet,2
O00003304,V00001658,2025-02-14T16:59:00+09:00,tablet,1
O00003305,V00001658,2025-02-14T17:21:11+09:00,tablet,2
O00003306,V00001659,2025-02-14T19:55:01+09:00,tablet,1
O00003307,V00001659,2025-02-14T20:05:14+09:00,tablet,2
O00003308,V00001659,2025-02-14T20:47:17+09:00,tablet,3
O00003309,V00001660,2025-02-14T12:34:32+09:00,tablet,1
O00003310,V00001660,2025-02-14T13:22:34+09:00,tablet,2
O00003311,V00001661,2025-02-14T10:58:19+09:00,tablet,1
O00003312,V00001662,2025-02-14T21:25:02+09:00,tablet,1
O00003313,V00001662,2025-02-14T22:11:49+09:00,tablet,2
O00003314,V00001663,2025-02-14T17:51:47+09:00,tablet,1
O00003315,V00001664,2025-02-14T15:57:45+09:00,tablet,1
O00003316,V00001664,2025-02-14T16:42:54+09:00,tablet,2
O00003317,V00001664,2025-02-14T16:48:52+09:00,tablet,3
O00003318,V00001665,2025-02-14T18:43:30+09:00,tablet,1
O00003319,V00001665,2025-02-14T19:25:33+09:00,tablet,2
O00003320,V00001666,2025-02-14T10:10:13+09:00,tablet,1
O00003321,V00001666,2025-02-14T10:20:46+09:00,tablet,2
O00003322,V00001666,2025-02-14T10:44:42+09:00,tablet,3
O00003323,V00001667,2025-02-14T13:14:30+09:00,tablet,1
O00003324,V00001667,2025-02-14T14:08:28+09:00,tablet,2
O00003325,V00001668,2025-02-14T14:03:30+09:00,tablet,1
O00003326,V00001668,2025-02-14T14:59:26+09:00,tablet,2
O00003327,V00001669,2025-02-14T08:56:05+09:00,tablet,1
O00003328,V00001669,2025-02-14T10:22:17+09:00,tablet,2
O00003329,V00001670,2025-02-14T13:49:02+09:00,tablet,1
O00003330,V00001670,2025-02-14T14:23:30+09:00,tablet,2
O00003331,V00001671,2025-02-14T19:17:17+09:00,tablet,1
O00003332,V00001671,2025-02-14T20:11:36+09:00,tablet,2
O00003333,V00001671,2025-02-14T20:37:00+09:00,tablet,3
O00003334,V00001672,2025-02-14T21:29:36+09:00,tablet,1
O00003335,V00001672,2025-02-14T22:02:51+09:00,tablet,2
O00003336,V00001672,2025-02-14T22:26:47+09:00,tablet,3
O00003337,V00001673,2025-02-14T19:27:35+09:00,tablet,1
O00003338,V00001673,2025-02-14T19:34:30+09:00,tablet,2
O00003339,V00001673,2025-02-14T19:48:49+09:00,tablet,3
O00003340,V00001674,2025-02-14T16:05:40+09:00,tablet,1
O00003341,V00001674,2025-02-14T16:06:23+09:00,tablet,2
O00003342,V00001675,2025-02-14T17:22:35+09:00,tablet,1
O00003343,V00001675,2025-02-14T17:24:06+09:00,tablet,2
O00003344,V00001675,2025-02-14T17:55:25+09:00,tablet,3
O00003345,V00001676,2025-02-14T08:03:57+09:00,tablet,1
O00003346,V00001676,2025-02-14T08:18:29+09:00,tablet,2
O00003347,V00001677,2025-02-14T08:30:19+09:00,tablet,1
O00003348,V00001677,2025-02-14T09:10:30+09:00,tablet,2
O00003349,V00001677,2025-02-14T09:46:46+09:00,tablet,3
O00003350,V00001678,2025-02-14T18:14:22+09:00,tablet,1
O00003351,V00001678,2025-02-14T18:47:52+09:00,tablet,2
O00003352,V00001678,2025-02-14T19:03:04+09:00,tablet,3
O00003353,V00001679,2025-02-14T09:55:34+09:00,tablet,1
O00003354,V00001679,2025-02-14T10:28:29+09:00,tablet,2
O00003355,V00001679,2025-02-14T10:45:18+09:00,tablet,3
O00003356,V00001680,2025-02-14T17:28:06+09:00,tablet,1
O00003357,V00001680,2025-02-14T18:11:27+09:00,tablet,2
O00003358,V00001681,2025-02-14T07:36:56+09:00,tablet,1
O00003359,V00001681,2025-02-14T09:04:56+09:00,tablet,2
O00003360,V00001681,2025-02-14T09:17:36+09:00,tablet,3
O00003361,V00001682,2025-02-14T10:40:43+09:00,tablet,1
O00003362,V00001682,2025-02-14T10:48:31+09:00,tablet,2
O00003363,V00001682,2025-02-14T11:20:31+09:00,tablet,3
O00003364,V00001683,2025-02-15T14:54:43+09:00,tablet,1
O00003365,V00001684,2025-02-15T08:59:07+09:00,tablet,1
O00003366,V00001685,2025-02-15T19:37:21+09:00,tablet,1
O00003367,V00001685,2025-02-15T19:51:33+09:00,tablet,2
O00003368,V00001685,2025-02-15T19:59:12+09:00,tablet,3
O00003369,V00001686,2025-02-15T08:59:42+09:00,tablet,1
O00003370,V00001686,2025-02-15T10:18:09+09:00,tablet,2
O00003371,V00001686,2025-02-15T10:45:23+09:00,tablet,3
O00003372,V00001687,2025-02-15T21:10:18+09:00,tablet,1
O00003373,V00001687,2025-02-15T21:11:04+09:00,tablet,2
O00003374,V00001687,2025-02-15T21:59:00+09:00,tablet,3
O00003375,V00001688,2025-02-15T19:51:24+09:00,tablet,1
O00003376,V00001688,2025-02-15T20:37:27+09:00,tablet,2
O00003377,V00001688,2025-02-15T21:22:25+09:00,tablet,3
O00003378,V00001689,2025-02-15T13:13:48+09:00,tablet,1
O00003379,V00001689,2025-02-15T13:22:58+09:00,tablet,2
O00003380,V00001689,2025-02-15T13:44:56+09:00,tablet,3
O00003381,V00001690,2025-02-15T09:08:33+09:00,tablet,1
O00003382,V00001690,2025-02-15T10:06:23+09:00,tablet,2
O00003383,V00001691,2025-02-15T18:48:00+09:00,tablet,1
O00003384,V00001692,2025-02-15T16:12:26+09:00,tablet,1
O00003385,V00001692,2025-02-15T17:31:07+09:00,tablet,2
O00003386,V00001693,2025-02-15T18:09:40+09:00,tablet,1
O00003387,V00001693,2025-02-15T19:22:54+09:00,tablet,2
O00003388,V00001693,2025-02-15T19:25:39+09:00,tablet,3
O00003389,V00001694,2025-02-15T20:00:27+09:00,tablet,1
O00003390,V00001694,2025-02-15T20:12:39+09:00,tablet,2
O00003391,V00001694,2025-02-15T20:20:17+09:00,tablet,3
O00003392,V00001695,2025-02-15T11:38:08+09:00,tablet,1
O00003393,V00001695,2025-02-15T12:12:54+09:00,tablet,2
O00003394,V00001696,2025-02-15T13:11:15+09:00,tablet,1
O00003395,V00001696,2025-02-15T13:33:36+09:00,tablet,2
O00003396,V00001697,2025-02-15T15:48:43+09:00,tablet,1
O00003397,V00001698,2025-02-15T11:04:08+09:00,tablet,1
O00003398,V00001698,2025-02-15T11:19:31+09:00,tablet,2
O00003399,V00001698,2025-02-15T11:33:33+09:00,tablet,3
O00003400,V00001699,2025-02-15T16:30:23+09:00,tablet,1
O00003401,V00001699,2025-02-15T16:50:19+09:00,tablet,2
O00003402,V00001700,2025-02-15T21:12:12+09:00,tablet,1
O00003403,V00001700,2025-02-15T21:57:28+09:00,tablet,2
O00003404,V00001701,2025-02-15T14:41:29+09:00,tablet,1
O00003405,V00001701,2025-02-15T15:37:24+09:00,tablet,2
O00003406,V00001702,2025-02-15T10:45:55+09:00,tablet,1
O00003407,V00001702,2025-02-15T10:51:42+09:00,tablet,2
O00003408,V00001702,2025-02-15T11:22:19+09:00,tablet,3
O00003409,V00001703,2025-02-15T17:21:17+09:00,tablet,1
O00003410,V00001704,2025-02-15T18:32:39+09:00,tablet,1
O00003411,V00001705,2025-02-15T10:07:06+09:00,tablet,1
O00003412,V00001706,2025-02-15T10:50:25+09:00,tablet,1
O00003413,V00001707,2025-02-15T17:05:59+09:00,tablet,1
O00003414,V00001707,2025-02-15T17:23:50+09:00,tablet,2
O00003415,V00001707,2025-02-15T17:31:57+09:00,tablet,3
O00003416,V00001708,2025-02-15T18:10:40+09:00,tablet,1
O00003417,V00001708,2025-02-15T19:14:26+09:00,tablet,2
O00003418,V00001708,2025-02-15T19:24:16+09:00,tablet,3
O00003419,V00001709,2025-02-15T07:11:23+09:00,tablet,1
O00003420,V00001709,2025-02-15T07:34:54+09:00,tablet,2
O00003421,V00001710,2025-02-15T16:59:23+09:00,tablet,1
O00003422,V00001711,2025-02-15T11:41:27+09:00,tablet,1
O00003423,V00001711,2025-02-15T12:44:05+09:00,tablet,2
O00003424,V00001712,2025-02-15T14:25:47+09:00,tablet,1
O00003425,V00001713,2025-02-15T14:57:55+09:00,tablet,1
O00003426,V00001714,2025-02-15T09:45:54+09:00,tablet,1
O00003427,V00001714,2025-02-15T10:41:39+09:00,tablet,2
O00003428,V00001715,2025-02-15T19:24:10+09:00,tablet,1
O00003429,V00001716,2025-02-15T13:51:12+09:00,tablet,1
O00003430,V00001716,2025-02-15T13:58:35+09:00,tablet,2
O00003431,V00001716,2025-02-15T14:27:21+09:00,tablet,3
O00003432,V00001717,2025-02-15T11:06:17+09:00,tablet,1
O00003433,V00001717,2025-02-15T11:42:01+09:00,tablet,2
O00003434,V00001718,2025-02-16T11:12:20+09:00,tablet,1
O00003435,V00001718,2025-02-16T12:31:15+09:00,tablet,2
O00003436,V00001719,2025-02-16T13:33:04+09:00,tablet,1
O00003437,V00001719,2025-02-16T13:41:41+09:00,tablet,2
O00003438,V00001719,2025-02-16T14:27:16+09:00,tablet,3
O00003439,V00001720,2025-02-16T12:39:32+09:00,tablet,1
O00003440,V00001720,2025-02-16T13:44:40+09:00,tablet,2
O00003441,V00001721,2025-02-16T19:04:32+09:00,tablet,1
O00003442,V00001721,2025-02-16T19:42:07+09:00,tablet,2
O00003443,V00001721,2025-02-16T20:01:07+09:00,tablet,3
O00003444,V00001722,2025-02-16T16:07:42+09:00,tablet,1
O00003445,V00001722,2025-02-16T16:40:34+09:00,tablet,2
O00003446,V00001723,2025-02-16T19:14:35+09:00,tablet,1
O00003447,V00001723,2025-02-16T19:47:37+09:00,tablet,2
O00003448,V00001724,2025-02-16T14:50:47+09:00,tablet,1
O00003449,V00001725,2025-02-16T11:03:58+09:00,tablet,1
O00003450,V00001725,2025-02-16T11:36:26+09:00,tablet,2
O00003451,V00001726,2025-02-16T11:24:49+09:00,tablet,1
O00003452,V00001726,2025-02-16T12:06:15+09:00,tablet,2
O00003453,V00001727,2025-02-16T20:07:50+09:00,tablet,1
O00003454,V00001727,2025-02-16T21:04:35+09:00,tablet,2
O00003455,V00001728,2025-02-16T16:12:21+09:00,tablet,1
O00003456,V00001728,2025-02-16T16:47:05+09:00,tablet,2
O00003457,V00001728,2025-02-16T17:02:08+09:00,tablet,3
O00003458,V00001729,2025-02-16T08:36:52+09:00,tablet,1
O00003459,V00001729,2025-02-16T09:30:40+09:00,tablet,2
O00003460,V00001730,2025-02-16T14:29:37+09:00,tablet,1
O00003461,V00001730,2025-02-16T16:06:53+09:00,tablet,2
O00003462,V00001731,2025-02-16T14:57:16+09:00,tablet,1
O00003463,V00001731,2025-02-16T15:09:44+09:00,tablet,2
O00003464,V00001732,2025-02-16T11:18:47+09:00,tablet,1
O00003465,V00001732,2025-02-16T11:22:48+09:00,tablet,2
O00003466,V00001732,2025-02-16T11:53:29+09:00,tablet,3
O00003467,V00001733,2025-02-16T11:42:00+09:00,tablet,1
O00003468,V00001733,2025-02-16T12:20:58+09:00,tablet,2
O00003469,V00001734,2025-02-16T11:26:54+09:00,tablet,1
O00003470,V00001735,2025-02-16T13:17:08+09:00,tablet,1
O00003471,V00001735,2025-02-16T14:02:31+09:00,tablet,2
O00003472,V00001736,2025-02-16T18:44:44+09:00,tablet,1
O00003473,V00001736,2025-02-16T20:01:08+09:00,tablet,2
O00003474,V00001737,2025-02-16T08:01:33+09:00,tablet,1
O00003475,V00001737,2025-02-16T08:07:33+09:00,tablet,2
O00003476,V00001737,2025-02-16T09:46:01+09:00,tablet,3
O00003477,V00001738,2025-02-16T11:12:29+09:00,tablet,1
O00003478,V00001738,2025-02-16T11:17:34+09:00,tablet,2
O00003479,V00001738,2025-02-16T12:00:27+09:00,tablet,3
O00003480,V00001739,2025-02-16T09:00:39+09:00,tablet,1
O00003481,V00001739,2025-02-16T09:26:39+09:00,tablet,2
O00003482,V00001740,2025-02-16T10:55:05+09:00,tablet,1
O00003483,V00001741,2025-02-16T07:27:45+09:00,tablet,1
O00003484,V00001741,2025-02-16T07:43:34+09:00,tablet,2
O00003485,V00001742,2025-02-16T14:10:38+09:00,tablet,1
O00003486,V00001743,2025-02-16T14:57:38+09:00,tablet,1
O00003487,V00001744,2025-02-16T20:36:23+09:00,tablet,1
O00003488,V00001744,2025-02-16T20:45:24+09:00,tablet,2
O00003489,V00001744,2025-02-16T20:52:41+09:00,tablet,3
O00003490,V00001745,2025-02-16T13:03:44+09:00,tablet,1
O00003491,V00001745,2025-02-16T13:23:48+09:00,tablet,2
O00003492,V00001746,2025-02-16T10:56:11+09:00,tablet,1
O00003493,V00001746,2025-02-16T11:23:50+09:00,tablet,2
O00003494,V00001747,2025-02-16T18:07:12+09:00,tablet,1
O00003495,V00001748,2025-02-16T16:58:45+09:00,tablet,1
O00003496,V00001749,2025-02-16T14:15:34+09:00,tablet,1
O00003497,V00001749,2025-02-16T16:03:46+09:00,tablet,2
O00003498,V00001750,2025-02-16T12:14:04+09:00,tablet,1
O00003499,V00001750,2025-02-16T12:22:30+09:00,tablet,2
O00003500,V00001750,2025-02-16T12:51:47+09:00,tablet,3
O00003501,V00001751,2025-02-17T13:04:19+09:00,tablet,1
O00003502,V00001751,2025-02-17T13:06:47+09:00,tablet,2
O00003503,V00001752,2025-02-17T08:43:58+09:00,tablet,1
O00003504,V00001753,2025-02-17T18:28:55+09:00,tablet,1
O00003505,V00001753,2025-02-17T18:36:20+09:00,tablet,2
O00003506,V00001753,2025-02-17T19:43:26+09:00,tablet,3
O00003507,V00001754,2025-02-17T10:25:58+09:00,tablet,1
O00003508,V00001754,2025-02-17T10:28:36+09:00,tablet,2
O00003509,V00001754,2025-02-17T10:43:26+09:00,tablet,3
O00003510,V00001755,2025-02-17T14:40:00+09:00,tablet,1
O00003511,V00001755,2025-02-17T14:58:05+09:00,tablet,2
O00003512,V00001756,2025-02-17T13:29:39+09:00,tablet,1
O00003513,V00001756,2025-02-17T14:03:35+09:00,tablet,2
O00003514,V00001757,2025-02-17T16:13:01+09:00,tablet,1
O00003515,V00001757,2025-02-17T17:33:33+09:00,tablet,2
O00003516,V00001757,2025-02-17T17:52:43+09:00,tablet,3
O00003517,V00001758,2025-02-17T13:47:01+09:00,tablet,1
O00003518,V00001759,2025-02-17T17:41:36+09:00,tablet,1
O00003519,V00001759,2025-02-17T17:56:16+09:00,tablet,2
O00003520,V00001759,2025-02-17T17:57:29+09:00,tablet,3
O00003521,V00001760,2025-02-17T11:01:57+09:00,tablet,1
O00003522,V00001760,2025-02-17T11:55:06+09:00,tablet,2
O00003523,V00001761,2025-02-17T13:00:36+09:00,tablet,1
O00003524,V00001762,2025-02-17T14:01:03+09:00,tablet,1
O00003525,V00001763,2025-02-17T16:04:18+09:00,tablet,1
O00003526,V00001764,2025-02-17T13:52:58+09:00,tablet,1
O00003527,V00001765,2025-02-17T20:48:14+09:00,tablet,1
O00003528,V00001766,2025-02-17T19:39:00+09:00,tablet,1
O00003529,V00001766,2025-02-17T21:09:12+09:00,tablet,2
O00003530,V00001767,2025-02-17T15:02:57+09:00,tablet,1
O00003531,V00001768,2025-02-17T17:04:33+09:00,tablet,1
O00003532,V00001768,2025-02-17T17:35:45+09:00,tablet,2
O00003533,V00001768,2025-02-17T18:13:18+09:00,tablet,3
O00003534,V00001769,2025-02-17T09:58:03+09:00,tablet,1
O00003535,V00001770,2025-02-17T07:06:35+09:00,tablet,1
O00003536,V00001770,2025-02-17T08:25:11+09:00,tablet,2
O00003537,V00001771,2025-02-17T21:06:42+09:00,tablet,1
O00003538,V00001771,2025-02-17T21:15:54+09:00,tablet,2
O00003539,V00001771,2025-02-17T21:50:14+09:00,tablet,3
O00003540,V00001772,2025-02-17T13:28:45+09:00,tablet,1
O00003541,V00001773,2025-02-17T18:43:05+09:00,tablet,1
O00003542,V00001773,2025-02-17T19:59:33+09:00,tablet,2
O00003543,V00001774,2025-02-17T07:58:42+09:00,tablet,1
O00003544,V00001774,2025-02-17T08:23:24+09:00,tablet,2
O00003545,V00001774,2025-02-17T09:06:08+09:00,tablet,3
O00003546,V00001775,2025-02-17T20:23:30+09:00,tablet,1
O00003547,V00001775,2025-02-17T20:47:54+09:00,tablet,2
O00003548,V00001775,2025-02-17T21:24:19+09:00,tablet,3
O00003549,V00001776,2025-02-17T12:32:31+09:00,tablet,1
O00003550,V00001776,2025-02-17T12:55:55+09:00,tablet,2
O00003551,V00001777,2025-02-17T16:27:20+09:00,tablet,1
O00003552,V00001778,2025-02-17T16:03:38+09:00,tablet,1
O00003553,V00001778,2025-02-17T16:49:21+09:00,tablet,2
O00003554,V00001778,2025-02-17T16:53:58+09:00,tablet,3
O00003555,V00001779,2025-02-17T18:46:19+09:00,tablet,1
O00003556,V00001779,2025-02-17T19:02:39+09:00,tablet,2
O00003557,V00001779,2025-02-17T19:10:35+09:00,tablet,3
O00003558,V00001780,2025-02-17T11:32:18+09:00,tablet,1
O00003559,V00001780,2025-02-17T11:51:12+09:00,tablet,2
O00003560,V00001781,2025-02-17T09:00:16+09:00,tablet,1
O00003561,V00001781,2025-02-17T09:07:31+09:00,tablet,2
O00003562,V00001782,2025-02-17T20:10:42+09:00,tablet,1
O00003563,V00001782,2025-02-17T20:38:10+09:00,tablet,2
O00003564,V00001783,2025-02-17T12:30:10+09:00,tablet,1
O00003565,V00001783,2025-02-17T12:42:41+09:00,tablet,2
O00003566,V00001783,2025-02-17T13:15:05+09:00,tablet,3
O00003567,V00001784,2025-02-17T16:13:13+09:00,tablet,1
O00003568,V00001784,2025-02-17T17:20:01+09:00,tablet,2
O00003569,V00001784,2025-02-17T17:21:01+09:00,tablet,3
O00003570,V00001785,2025-02-17T21:22:56+09:00,tablet,1
O00003571,V00001785,2025-02-17T22:01:35+09:00,tablet,2
O00003572,V00001786,2025-02-17T11:48:49+09:00,tablet,1
O00003573,V00001786,2025-02-17T11:49:52+09:00,tablet,2
O00003574,V00001786,2025-02-17T12:04:02+09:00,tablet,3
O00003575,V00001787,2025-02-17T12:11:26+09:00,tablet,1
O00003576,V00001787,2025-02-17T13:20:30+09:00,tablet,2
O00003577,V00001788,2025-02-17T18:51:00+09:00,tablet,1
O00003578,V00001789,2025-02-17T14:27:02+09:00,tablet,1
O00003579,V00001789,2025-02-17T15:03:37+09:00,tablet,2
O00003580,V00001789,2025-02-17T15:11:06+09:00,tablet,3
O00003581,V00001790,2025-02-17T09:10:23+09:00,tablet,1
O00003582,V00001790,2025-02-17T09:14:13+09:00,tablet,2
O00003583,V00001790,2025-02-17T10:18:03+09:00,tablet,3
O00003584,V00001791,2025-02-18T10:20:08+09:00,tablet,1
O00003585,V00001791,2025-02-18T11:14:19+09:00,tablet,2
O00003586,V00001792,2025-02-18T17:59:38+09:00,tablet,1
O00003587,V00001793,2025-02-18T12:59:40+09:00,tablet,1
O00003588,V00001793,2025-02-18T13:03:59+09:00,tablet,2
O00003589,V00001794,2025-02-18T20:39:14+09:00,tablet,1
O00003590,V00001794,2025-02-18T21:05:27+09:00,tablet,2
O00003591,V00001795,2025-02-18T08:53:40+09:00,tablet,1
O00003592,V00001795,2025-02-18T09:52:54+09:00,tablet,2
O00003593,V00001795,2025-02-18T10:05:11+09:00,tablet,3
O00003594,V00001796,2025-02-18T20:53:41+09:00,tablet,1
O00003595,V00001796,2025-02-18T22:03:47+09:00,tablet,2
O00003596,V00001796,2025-02-18T22:08:55+09:00,tablet,3
O00003597,V00001797,2025-02-18T10:45:04+09:00,tablet,1
O00003598,V00001797,2025-02-18T10:57:02+09:00,tablet,2
O00003599,V00001797,2025-02-18T11:38:10+09:00,tablet,3
O00003600,V00001798,2025-02-18T14:17:26+09:00,tablet,1
O00003601,V00001798,2025-02-18T15:26:25+09:00,tablet,2
O00003602,V00001799,2025-02-18T18:07:37+09:00,tablet,1
O00003603,V00001799,2025-02-18T19:01:20+09:00,tablet,2
O00003604,V00001800,2025-02-18T16:05:39+09:00,tablet,1
O00003605,V00001800,2025-02-18T16:33:52+09:00,tablet,2
O00003606,V00001801,2025-02-18T13:06:51+09:00,tablet,1
O00003607,V00001801,2025-02-18T14:06:47+09:00,tablet,2
O00003608,V00001801,2025-02-18T14:37:01+09:00,tablet,3
O00003609,V00001802,2025-02-18T11:15:54+09:00,tablet,1
O00003610,V00001802,2025-02-18T11:43:19+09:00,tablet,2
O00003611,V00001803,2025-02-18T18:00:47+09:00,tablet,1
O00003612,V00001803,2025-02-18T18:42:08+09:00,tablet,2
O00003613,V00001803,2025-02-18T19:02:13+09:00,tablet,3
O00003614,V00001804,2025-02-18T18:33:17+09:00,tablet,1
O00003615,V00001804,2025-02-18T19:06:11+09:00,tablet,2
O00003616,V00001805,2025-02-18T16:41:18+09:00,tablet,1
O00003617,V00001805,2025-02-18T17:18:50+09:00,tablet,2
O00003618,V00001805,2025-02-18T18:20:32+09:00,tablet,3
O00003619,V00001806,2025-02-18T22:08:44+09:00,tablet,1
O00003620,V00001807,2025-02-18T08:10:00+09:00,tablet,1
O00003621,V00001808,2025-02-18T13:57:13+09:00,tablet,1
O00003622,V00001808,2025-02-18T14:36:18+09:00,tablet,2
O00003623,V00001809,2025-02-18T18:44:23+09:00,tablet,1
O00003624,V00001809,2025-02-18T18:54:22+09:00,tablet,2
O00003625,V00001809,2025-02-18T19:08:00+09:00,tablet,3
O00003626,V00001810,2025-02-18T09:17:49+09:00,tablet,1
O00003627,V00001810,2025-02-18T09:33:07+09:00,tablet,2
O00003628,V00001810,2025-02-18T09:47:48+09:00,tablet,3
O00003629,V00001811,2025-02-18T14:42:35+09:00,tablet,1
O00003630,V00001812,2025-02-18T19:05:05+09:00,tablet,1
O00003631,V00001812,2025-02-18T19:13:28+09:00,tablet,2
O00003632,V00001812,2025-02-18T20:14:58+09:00,tablet,3
O00003633,V00001813,2025-02-18T19:22:37+09:00,tablet,1
O00003634,V00001813,2025-02-18T19:30:02+09:00,tablet,2
O00003635,V00001813,2025-02-18T19:40:43+09:00,tablet,3
O00003636,V00001814,2025-02-18T17:55:07+09:00,tablet,1
O00003637,V00001814,2025-02-18T17:59:51+09:00,tablet,2
O00003638,V00001814,2025-02-18T18:12:49+09:00,tablet,3
O00003639,V00001815,2025-02-18T19:56:42+09:00,tablet,1
O00003640,V00001815,2025-02-18T20:17:16+09:00,tablet,2
O00003641,V00001816,2025-02-18T16:39:22+09:00,tablet,1
O00003642,V00001817,2025-02-18T19:45:11+09:00,tablet,1
O00003643,V00001817,2025-02-18T20:50:11+09:00,tablet,2
O00003644,V00001818,2025-02-18T17:38:56+09:00,tablet,1
O00003645,V00001818,2025-02-18T17:54:43+09:00,tablet,2
O00003646,V00001819,2025-02-18T21:28:36+09:00,tablet,1
O00003647,V00001819,2025-02-18T22:19:01+09:00,tablet,2
O00003648,V00001819,2025-02-18T22:33:45+09:00,tablet,3
O00003649,V00001820,2025-02-18T09:52:24+09:00,tablet,1
O00003650,V00001820,2025-02-18T09:52:25+09:00,tablet,2
O00003651,V00001821,2025-02-18T10:40:43+09:00,tablet,1
O00003652,V00001821,2025-02-18T12:25:41+09:00,tablet,2
O00003653,V00001822,2025-02-18T14:15:07+09:00,tablet,1
O00003654,V00001823,2025-02-18T17:03:28+09:00,tablet,1
O00003655,V00001824,2025-02-18T09:49:16+09:00,tablet,1
O00003656,V00001824,2025-02-18T10:50:26+09:00,tablet,2
O00003657,V00001825,2025-02-18T21:08:03+09:00,tablet,1
O00003658,V00001826,2025-02-18T12:46:25+09:00,tablet,1
O00003659,V00001826,2025-02-18T13:26:00+09:00,tablet,2
O00003660,V00001826,2025-02-18T13:45:53+09:00,tablet,3
O00003661,V00001827,2025-02-18T17:01:09+09:00,tablet,1
O00003662,V00001827,2025-02-18T18:23:57+09:00,tablet,2
O00003663,V00001828,2025-02-18T07:53:10+09:00,tablet,1
O00003664,V00001828,2025-02-18T08:32:49+09:00,tablet,2
O00003665,V00001829,2025-02-18T18:56:15+09:00,tablet,1
O00003666,V00001829,2025-02-18T20:13:34+09:00,tablet,2
O00003667,V00001829,2025-02-18T20:33:05+09:00,tablet,3
O00003668,V00001830,2025-02-18T13:40:01+09:00,tablet,1
O00003669,V00001831,2025-02-19T21:28:37+09:00,tablet,1
O00003670,V00001831,2025-02-19T22:21:34+09:00,tablet,2
O00003671,V00001832,2025-02-19T11:56:11+09:00,tablet,1
O00003672,V00001832,2025-02-19T13:01:52+09:00,tablet,2
O00003673,V00001832,2025-02-19T13:36:13+09:00,tablet,3
O00003674,V00001833,2025-02-19T16:52:47+09:00,tablet,1
O00003675,V00001833,2025-02-19T17:10:24+09:00,tablet,2
O00003676,V00001834,2025-02-19T08:02:32+09:00,tablet,1
O00003677,V00001834,2025-02-19T08:03:15+09:00,tablet,2
O00003678,V00001835,2025-02-19T12:34:01+09:00,tablet,1
O00003679,V00001835,2025-02-19T12:36:43+09:00,tablet,2
O00003680,V00001835,2025-02-19T13:10:23+09:00,tablet,3
O00003681,V00001836,2025-02-19T17:15:57+09:00,tablet,1
O00003682,V00001837,2025-02-19T20:47:23+09:00,tablet,1
O00003683,V00001837,2025-02-19T22:30:39+09:00,tablet,2
O00003684,V00001837,2025-02-19T22:35:46+09:00,tablet,3
O00003685,V00001838,2025-02-19T13:22:21+09:00,tablet,1
O00003686,V00001839,2025-02-19T12:52:36+09:00,tablet,1
O00003687,V00001840,2025-02-19T19:38:16+09:00,tablet,1
O00003688,V00001840,2025-02-19T19:59:07+09:00,tablet,2
O00003689,V00001841,2025-02-19T10:07:52+09:00,tablet,1
O00003690,V00001841,2025-02-19T10:23:22+09:00,tablet,2
O00003691,V00001842,2025-02-19T16:06:13+09:00,tablet,1
O00003692,V00001842,2025-02-19T16:48:27+09:00,tablet,2
O00003693,V00001843,2025-02-19T08:24:12+09:00,tablet,1
O00003694,V00001843,2025-02-19T08:24:28+09:00,tablet,2
O00003695,V00001843,2025-02-19T08:55:04+09:00,tablet,3
O00003696,V00001844,2025-02-19T16:20:08+09:00,tablet,1
O00003697,V00001845,2025-02-19T16:46:53+09:00,tablet,1
O00003698,V00001845,2025-02-19T17:21:53+09:00,tablet,2
O00003699,V00001845,2025-02-19T18:16:59+09:00,tablet,3
O00003700,V00001846,2025-02-19T09:11:47+09:00,tablet,1
O00003701,V00001847,2025-02-19T22:19:59+09:00,tablet,1
O00003702,V00001848,2025-02-19T13:16:00+09:00,tablet,1
O00003703,V00001849,2025-02-19T20:22:33+09:00,tablet,1
O00003704,V00001849,2025-02-19T20:41:47+09:00,tablet,2
O00003705,V00001850,2025-02-19T11:39:50+09:00,tablet,1
O00003706,V00001850,2025-02-19T11:42:44+09:00,tablet,2
O00003707,V00001851,2025-02-19T08:01:53+09:00,tablet,1
O00003708,V00001852,2025-02-19T08:55:26+09:00,tablet,1
O00003709,V00001852,2025-02-19T09:27:44+09:00,tablet,2
O00003710,V00001852,2025-02-19T09:36:07+09:00,tablet,3
O00003711,V00001853,2025-02-19T18:40:03+09:00,tablet,1
O00003712,V00001853,2025-02-19T19:07:06+09:00,tablet,2
