order_item_id,order_id,menu_item_id,qty,unit_price_yen_at_order,line_subtotal_yen,status,served_at,cook_time_sec,is_kids_item
OI00009680,O00003853,M001,2,680,1360,served,2025-02-21T19:37:54+09:00,875,0
OI00009681,O00003853,M104,1,800,800,served,2025-02-21T19:36:37+09:00,798,0
OI00009682,O00003854,M001,3,680,2040,served,2025-02-21T19:52:25+09:00,280,0
OI00009683,O00003854,M003,2,520,1040,served,2025-02-21T19:57:55+09:00,610,0
OI00009684,O00003854,M003,2,520,1040,served,2025-02-21T20:04:41+09:00,1016,0
OI00009685,O00003854,M005,2,390,780,served,2025-02-21T19:53:40+09:00,355,1
OI00009686,O00003855,M006,2,450,900,served,2025-02-21T20:45:14+09:00,842,1
OI00009687,O00003855,M002,1,780,780,served,2025-02-21T20:36:23+09:00,311,0
OI00009688,O00003855,M001,3,680,2040,served,2025-02-21T20:41:06+09:00,594,0
OI00009689,O00003856,M004,1,980,980,served,2025-02-21T18:19:47+09:00,288,0
OI00009690,O00003856,M006,1,450,450,served,2025-02-21T18:27:42+09:00,763,1
OI00009691,O00003856,M104,2,800,1600,served,2025-02-21T18:32:52+09:00,1073,0
OI00009692,O00003856,M005,2,390,780,served,2025-02-21T18:30:25+09:00,926,1
OI00009693,O00003857,M001,1,680,680,served,2025-02-21T19:14:08+09:00,777,0
OI00009694,O00003857,M006,1,450,450,served,2025-02-21T19:07:23+09:00,372,1
OI00009695,O00003858,M003,3,520,1560,served,2025-02-21T19:34:22+09:00,331,0
OI00009696,O00003859,M002,3,780,2340,served,2025-02-21T17:39:36+09:00,739,0
OI00009697,O00003859,M004,3,980,2940,served,2025-02-21T17:43:40+09:00,983,0
OI00009698,O00003860,M104,2,800,1600,served,2025-02-21T18:14:59+09:00,1137,0
OI00009699,O00003860,M005,2,390,780,served,2025-02-21T18:04:13+09:00,491,1
OI00009700,O00003861,M005,3,390,1170,served,2025-02-21T18:02:11+09:00,975,1
OI00009701,O00003861,M002,1,780,780,served,2025-02-21T17:54:05+09:00,489,0
OI00009702,O00003862,M006,2,450,900,served,2025-02-22T09:46:11+09:00,1072,1
OI00009703,O00003863,M001,3,680,2040,served,2025-02-22T10:24:24+09:00,687,0
OI00009704,O00003863,M005,1,390,390,served,2025-02-22T10:19:36+09:00,399,1
OI00009705,O00003863,M006,3,450,1350,served,2025-02-22T10:28:16+09:00,919,1
OI00009706,O00003864,M005,1,390,390,served,2025-02-22T10:44:11+09:00,612,1
OI00009707,O00003865,M001,3,680,2040,served,2025-02-22T08:43:16+09:00,574,0
OI00009708,O00003865,M104,1,800,800,served,2025-02-22T08:49:58+09:00,976,0
OI00009709,O00003865,M001,3,680,2040,served,2025-02-22T08:44:38+09:00,656,0
OI00009710,O00003865,M004,3,980,2940,served,2025-02-22T08:44:15+09:00,633,0
OI00009711,O00003866,M004,3,980,2940,served,2025-02-22T09:13:57+09:00,402,0
OI00009712,O00003866,M104,2,800,1600,served,2025-02-22T09:21:46+09:00,871,0
OI00009713,O00003866,M002,2,780,1560,served,2025-02-22T09:21:16+09:00,841,0
OI00009714,O00003867,M104,3,800,2400,served,2025-02-22T18:34:03+09:00,977,0
OI00009715,O00003867,M004,3,980,2940,served,2025-02-22T18:32:04+09:00,858,0
OI00009716,O00003867,M002,1,780,780,served,2025-02-22T18:28:18+09:00,632,0
OI00009717,O00003868,M006,3,450,1350,served,2025-02-22T14:42:50+09:00,256,1
OI00009718,O00003868,M104,2,800,1600,served,2025-02-22T14:54:30+09:00,956,0
OI00009719,O00003868,M006,3,450,1350,served,2025-02-22T14:48:30+09:00,596,1
OI00009720,O00003869,M104,1,800,800,served,2025-02-22T16:20:57+09:00,660,0
OI00009721,O00003869,M003,1,520,520,served,2025-02-22T16:20:51+09:00,654,0
OI00009722,O00003869,M104,3,800,2400,served,2025-02-22T16:20:08+09:00,611,0
OI00009723,O00003869,M001,2,680,1360,served,2025-02-22T16:23:24+09:00,807,0
OI00009724,O00003870,M005,2,390,780,served,2025-02-22T20:22:43+09:00,355,1
OI00009725,O00003870,M104,2,800,1600,served,2025-02-22T20:24:23+09:00,455,0
OI00009726,O00003870,M104,2,800,1600,served,2025-02-22T20:33:50+09:00,1022,0
OI00009727,O00003871,M002,1,780,780,served,2025-02-22T20:56:24+09:00,248,0
OI00009728,O00003871,M003,1,520,520,served,2025-02-22T21:02:56+09:00,640,0
OI00009729,O00003871,M001,1,680,680,served,2025-02-22T20:57:50+09:00,334,0
OI00009730,O00003872,M002,3,780,2340,served,2025-02-22T12:33:15+09:00,607,0
OI00009731,O00003872,M004,2,980,1960,served,2025-02-22T12:38:38+09:00,930,0
OI00009732,O00003872,M004,3,980,2940,served,2025-02-22T12:36:49+09:00,821,0
OI00009733,O00003873,M104,1,800,800,served,2025-02-22T13:20:04+09:00,878,0
OI00009734,O00003873,M003,3,520,1560,served,2025-02-22T13:22:22+09:00,1016,0
OI00009735,O00003873,M001,3,680,2040,served,2025-02-22T13:22:51+09:00,1045,0
OI00009736,O00003873,M002,3,780,2340,served,2025-02-22T13:15:04+09:00,578,0
OI00009737,O00003874,M104,3,800,2400,served,2025-02-22T09:46:11+09:00,1085,0
OI00009738,O00003874,M002,1,780,780,served,2025-02-22T09:45:12+09:00,1026,0
OI00009739,O00003874,M006,3,450,1350,served,2025-02-22T09:38:00+09:00,594,1
OI00009740,O00003875,M002,2,780,1560,served,2025-02-22T11:32:41+09:00,396,0
OI00009741,O00003875,M104,2,800,1600,served,2025-02-22T11:40:56+09:00,891,0
OI00009742,O00003875,M005,2,390,780,served,2025-02-22T11:36:03+09:00,598,1
OI00009743,O00003876,M002,2,780,1560,served,2025-02-22T08:45:05+09:00,257,0
OI00009744,O00003876,M005,2,390,780,served,2025-02-22T09:00:23+09:00,1175,1
OI00009745,O00003876,M006,2,450,900,served,2025-02-22T09:00:46+09:00,1198,1
OI00009746,O00003877,M003,1,520,520,served,2025-02-22T09:07:38+09:00,405,0
OI00009747,O00003877,M002,1,780,780,served,2025-02-22T09:17:51+09:00,1018,0
OI00009748,O00003877,M003,2,520,1040,served,2025-02-22T09:13:03+09:00,730,0
OI00009749,O00003877,M002,3,780,2340,served,2025-02-22T09:06:10+09:00,317,0
OI00009750,O00003878,M104,3,800,2400,served,2025-02-22T10:17:19+09:00,988,0
OI00009751,O00003879,M001,2,680,1360,served,2025-02-22T17:08:02+09:00,635,0
OI00009752,O00003879,M005,3,390,1170,served,2025-02-22T17:11:14+09:00,827,1
OI00009753,O00003879,M002,1,780,780,served,2025-02-22T17:04:41+09:00,434,0
OI00009754,O00003879,M001,2,680,1360,served,2025-02-22T17:02:41+09:00,314,0
OI00009755,O00003880,M002,3,780,2340,served,2025-02-22T17:56:28+09:00,440,0
OI00009756,O00003880,M006,1,450,450,served,2025-02-22T17:56:55+09:00,467,1
OI00009757,O00003881,M005,2,390,780,served,2025-02-22T09:04:48+09:00,767,1
OI00009758,O00003882,M004,3,980,2940,served,2025-02-22T09:28:24+09:00,877,0
OI00009759,O00003882,M006,2,450,900,served,2025-02-22T09:21:45+09:00,478,1
OI00009760,O00003882,M002,1,780,780,served,2025-02-22T09:22:21+09:00,514,0
OI00009761,O00003883,M006,3,450,1350,served,2025-02-22T22:10:18+09:00,866,1
OI00009762,O00003883,M001,2,680,1360,served,2025-02-22T22:13:17+09:00,1045,0
OI00009763,O00003883,M003,2,520,1040,served,2025-02-22T22:04:54+09:00,542,0
OI00009764,O00003883,M104,2,800,1600,served,2025-02-22T22:05:05+09:00,553,0
OI00009765,O00003884,M005,1,390,390,served,2025-02-22T13:56:27+09:00,439,1
OI00009766,O00003884,M006,1,450,450,served,2025-02-22T14:05:54+09:00,1006,1
OI00009767,O00003884,M001,1,680,680,served,2025-02-22T14:04:23+09:00,915,0
OI00009768,O00003885,M003,3,520,1560,served,2025-02-22T14:47:08+09:00,894,0
OI00009769,O00003886,M104,3,800,2400,served,2025-02-22T14:49:35+09:00,543,0
OI00009770,O00003886,M104,2,800,1600,served,2025-02-22T14:47:08+09:00,396,0
OI00009771,O00003886,M006,3,450,1350,served,2025-02-22T14:54:47+09:00,855,1
OI00009772,O00003887,M004,2,980,1960,served,2025-02-22T10:49:21+09:00,1172,0
OI00009773,O00003887,M004,1,980,980,served,2025-02-22T10:39:34+09:00,585,0
OI00009774,O00003887,M003,1,520,520,served,2025-02-22T10:49:49+09:00,1200,0
OI00009775,O00003888,M001,1,680,680,served,2025-02-22T10:50:21+09:00,731,0
OI00009776,O00003889,M003,3,520,1560,served,2025-02-22T19:05:06+09:00,436,0
OI00009777,O00003890,M004,1,980,980,served,2025-02-22T19:40:05+09:00,871,0
OI00009778,O00003890,M003,2,520,1040,served,2025-02-22T19:30:47+09:00,313,0
OI00009779,O00003890,M006,1,450,450,served,2025-02-22T19:32:06+09:00,392,1
OI00009780,O00003890,M005,2,390,780,served,2025-02-22T19:33:42+09:00,488,1
OI00009781,O00003891,M003,1,520,520,served,2025-02-22T20:02:52+09:00,643,0
OI00009782,O00003891,M005,2,390,780,served,2025-02-22T20:04:16+09:00,727,1
OI00009783,O00003891,M001,1,680,680,served,2025-02-22T20:05:23+09:00,794,0
OI00009784,O00003892,M004,1,980,980,served,2025-02-22T15:57:16+09:00,1005,0
OI00009785,O00003892,M006,1,450,450,served,2025-02-22T15:59:49+09:00,1158,1
OI00009786,O00003892,M003,2,520,1040,served,2025-02-22T15:49:07+09:00,516,0
OI00009787,O00003893,M006,1,450,450,served,2025-02-22T16:00:26+09:00,418,1
OI00009788,O00003893,M104,3,800,2400,served,2025-02-22T16:11:13+09:00,1065,0
OI00009789,O00003893,M005,2,390,780,served,2025-02-22T16:13:06+09:00,1178,1
OI00009790,O00003893,M104,3,800,2400,served,2025-02-22T15:59:29+09:00,361,0
OI00009791,O00003894,M002,2,780,1560,served,2025-02-22T16:15:23+09:00,326,0
OI00009792,O00003894,M005,2,390,780,served,2025-02-22T16:19:15+09:00,558,1
OI00009793,O00003894,M001,1,680,680,served,2025-02-22T16:18:41+09:00,524,0
OI00009794,O00003895,M002,2,780,1560,served,2025-02-22T13:09:00+09:00,518,0
OI00009795,O00003895,M104,3,800,2400,served,2025-02-22T13:18:38+09:00,1096,0
OI00009796,O00003896,M004,1,980,980,served,2025-02-22T12:02:34+09:00,1190,0
OI00009797,O00003896,M006,3,450,1350,served,2025-02-22T12:00:14+09:00,1050,1
OI00009798,O00003896,M001,2,680,1360,served,2025-02-22T11:50:21+09:00,457,0
OI00009799,O00003896,M004,1,980,980,served,2025-02-22T11:56:49+09:00,845,0
OI00009800,O00003897,M006,1,450,450,served,2025-02-22T12:20:51+09:00,547,1
OI00009801,O00003897,M104,2,800,1600,served,2025-02-22T12:16:38+09:00,294,0
OI00009802,O00003897,M001,2,680,1360,served,2025-02-22T12:29:21+09:00,1057,0
OI00009803,O00003897,M003,2,520,1040,served,2025-02-22T12:25:27+09:00,823,0
OI00009804,O00003898,M104,1,800,800,served,2025-02-22T20:35:47+09:00,1030,0
OI00009805,O00003899,M004,3,980,2940,served,2025-02-22T09:40:39+09:00,805,0
OI00009806,O00003900,M104,3,800,2400,served,2025-02-22T09:49:20+09:00,542,0
OI00009807,O00003900,M002,2,780,1560,served,2025-02-22T09:50:16+09:00,598,0
OI00009808,O00003900,M006,1,450,450,served,2025-02-22T09:45:02+09:00,284,1
OI00009809,O00003901,M001,1,680,680,served,2025-02-22T16:17:47+09:00,913,0
OI00009810,O00003901,M104,2,800,1600,served,2025-02-22T16:06:52+09:00,258,0
OI00009811,O00003901,M004,1,980,980,served,2025-02-22T16:15:24+09:00,770,0
OI00009812,O00003902,M003,3,520,1560,served,2025-02-22T08:05:59+09:00,418,0
OI00009813,O00003903,M104,3,800,2400,served,2025-02-22T08:46:25+09:00,644,0
OI00009814,O00003903,M006,3,450,1350,served,2025-02-22T08:43:18+09:00,457,1
OI00009815,O00003903,M003,1,520,520,served,2025-02-22T08:44:19+09:00,518,0
OI00009816,O00003904,M001,2,680,1360,served,2025-02-22T09:15:01+09:00,279,0
OI00009817,O00003904,M104,1,800,800,served,2025-02-22T09:28:18+09:00,1076,0
OI00009818,O00003904,M005,2,390,780,served,2025-02-22T09:20:14+09:00,592,1
OI00009819,O00003904,M001,3,680,2040,served,2025-02-22T09:22:41+09:00,739,0
OI00009820,O00003905,M104,3,800,2400,served,2025-02-22T09:43:19+09:00,241,0
OI00009821,O00003905,M003,1,520,520,served,2025-02-22T09:58:51+09:00,1173,0
OI00009822,O00003905,M001,3,680,2040,served,2025-02-22T09:55:11+09:00,953,0
OI00009823,O00003906,M104,1,800,800,served,2025-02-22T10:06:55+09:00,475,0
OI00009824,O00003906,M004,2,980,1960,served,2025-02-22T10:17:12+09:00,1092,0
OI00009825,O00003906,M001,3,680,2040,served,2025-02-22T10:13:35+09:00,875,0
OI00009826,O00003907,M001,2,680,1360,served,2025-02-22T14:29:01+09:00,858,0
OI00009827,O00003908,M006,3,450,1350,served,2025-02-22T15:36:15+09:00,902,1
OI00009828,O00003908,M104,3,800,2400,served,2025-02-22T15:35:52+09:00,879,0
OI00009829,O00003908,M003,3,520,1560,served,2025-02-22T15:30:57+09:00,584,0
OI00009830,O00003909,M005,2,390,780,served,2025-02-22T10:23:07+09:00,382,1
OI00009831,O00003909,M104,3,800,2400,served,2025-02-22T10:30:32+09:00,827,0
OI00009832,O00003910,M104,2,800,1600,served,2025-02-22T11:17:57+09:00,728,0
OI00009833,O00003910,M002,3,780,2340,served,2025-02-22T11:25:23+09:00,1174,0
OI00009834,O00003910,M005,2,390,780,served,2025-02-22T11:16:13+09:00,624,1
OI00009835,O00003910,M003,2,520,1040,served,2025-02-22T11:25:48+09:00,1199,0
OI00009836,O00003911,M006,2,450,900,served,2025-02-22T11:41:46+09:00,1177,1
OI00009837,O00003911,M001,1,680,680,served,2025-02-22T11:37:41+09:00,932,0
OI00009838,O00003911,M003,1,520,520,served,2025-02-22T11:31:00+09:00,531,0
OI00009839,O00003911,M006,2,450,900,served,2025-02-22T11:35:02+09:00,773,1
OI00009840,O00003912,M004,2,980,1960,served,2025-02-22T16:13:52+09:00,878,0
OI00009841,O00003912,M006,1,450,450,served,2025-02-22T16:06:56+09:00,462,1
OI00009842,O00003913,M002,1,780,780,served,2025-02-22T08:16:42+09:00,652,0
OI00009843,O00003913,M004,3,980,2940,served,2025-02-22T08:22:15+09:00,985,0
OI00009844,O00003913,M006,1,450,450,served,2025-02-22T08:19:12+09:00,802,1
OI00009845,O00003913,M104,2,800,1600,served,2025-02-22T08:19:32+09:00,822,0
OI00009846,O00003914,M001,1,680,680,served,2025-02-22T08:58:24+09:00,1113,0
OI00009847,O00003914,M003,2,520,1040,served,2025-02-22T08:56:56+09:00,1025,0
OI00009848,O00003914,M004,2,980,1960,served,2025-02-22T08:44:47+09:00,296,0
OI00009849,O00003915,M003,3,520,1560,served,2025-02-22T08:55:53+09:00,774,0
OI00009850,O00003916,M005,1,390,390,served,2025-02-22T15:37:37+09:00,343,1
OI00009851,O00003916,M001,2,680,1360,served,2025-02-22T15:48:51+09:00,1017,0
OI00009852,O00003917,M002,1,780,780,served,2025-02-22T11:46:40+09:00,946,0
OI00009853,O00003918,M006,3,450,1350,served,2025-02-22T15:52:01+09:00,705,1
OI00009854,O00003918,M005,3,390,1170,served,2025-02-22T15:53:26+09:00,790,1
OI00009855,O00003918,M001,3,680,2040,served,2025-02-22T15:56:27+09:00,971,0
OI00009856,O00003919,M003,3,520,1560,served,2025-02-22T16:08:38+09:00,767,0
OI00009857,O00003919,M002,2,780,1560,served,2025-02-22T16:01:17+09:00,326,0
OI00009858,O00003919,M006,2,450,900,served,2025-02-22T16:00:23+09:00,272,1
OI00009859,O00003920,M002,3,780,2340,served,2025-02-22T16:11:47+09:00,782,0
OI00009860,O00003921,M006,2,450,900,served,2025-02-22T09:01:01+09:00,1175,1
OI00009861,O00003921,M004,2,980,1960,served,2025-02-22T08:59:01+09:00,1055,0
OI00009862,O00003921,M006,1,450,450,served,2025-02-22T08:53:40+09:00,734,1
OI00009863,O00003922,M002,2,780,1560,served,2025-02-22T09:23:51+09:00,963,0
OI00009864,O00003922,M104,1,800,800,served,2025-02-22T09:19:27+09:00,699,0
OI00009865,O00003922,M005,1,390,390,served,2025-02-22T09:22:09+09:00,861,1
OI00009866,O00003923,M001,2,680,1360,served,2025-02-22T10:00:02+09:00,829,0
OI00009867,O00003923,M005,2,390,780,served,2025-02-22T09:50:40+09:00,267,1
OI00009868,O00003923,M006,1,450,450,served,2025-02-22T10:02:55+09:00,1002,1
OI00009869,O00003923,M003,3,520,1560,served,2025-02-22T10:05:10+09:00,1137,0
OI00009870,O00003924,M005,1,390,390,served,2025-02-22T14:46:46+09:00,753,1
OI00009871,O00003925,M005,1,390,390,served,2025-02-22T15:39:40+09:00,912,1
OI00009872,O00003926,M002,2,780,1560,served,2025-02-22T15:57:02+09:00,1125,0
OI00009873,O00003926,M001,1,680,680,served,2025-02-22T15:50:57+09:00,760,0
OI00009874,O00003926,M002,1,780,780,served,2025-02-22T15:56:27+09:00,1090,0
OI00009875,O00003926,M005,1,390,390,served,2025-02-22T15:45:23+09:00,426,1
OI00009876,O00003927,M001,1,680,680,served,2025-02-22T15:56:49+09:00,371,0
OI00009877,O00003927,M005,2,390,780,served,2025-02-22T16:08:08+09:00,1050,1
OI00009878,O00003927,M002,2,780,1560,served,2025-02-22T16:07:58+09:00,1040,0
OI00009879,O00003928,M003,2,520,1040,served,2025-02-22T08:20:49+09:00,913,0
OI00009880,O00003928,M006,3,450,1350,served,2025-02-22T08:21:06+09:00,930,1
OI00009881,O00003928,M006,1,450,450,served,2025-02-22T08:20:16+09:00,880,1
OI00009882,O00003929,M004,2,980,1960,served,2025-02-22T08:37:29+09:00,351,0
OI00009883,O00003929,M002,3,780,2340,served,2025-02-22T08:42:27+09:00,649,0
OI00009884,O00003929,M104,1,800,800,served,2025-02-22T08:44:29+09:00,771,0
OI00009885,O00003930,M004,1,980,980,served,2025-02-22T09:15:01+09:00,422,0
OI00009886,O00003930,M006,2,450,900,served,2025-02-22T09:21:58+09:00,839,1
OI00009887,O00003931,M006,1,450,450,served,2025-02-22T10:57:34+09:00,834,1
OI00009888,O00003931,M005,2,390,780,served,2025-02-22T10:58:42+09:00,902,1
OI00009889,O00003931,M006,1,450,450,served,2025-02-22T10:59:52+09:00,972,1
OI00009890,O00003931,M002,1,780,780,served,2025-02-22T10:56:12+09:00,752,0
OI00009891,O00003932,M104,3,800,2400,served,2025-02-22T11:45:17+09:00,842,0
OI00009892,O00003933,M005,2,390,780,served,2025-02-22T19:06:31+09:00,279,1
OI00009893,O00003933,M104,1,800,800,served,2025-02-22T19:13:10+09:00,678,0
OI00009894,O00003934,M003,2,520,1040,served,2025-02-22T19:49:26+09:00,949,0
OI00009895,O00003934,M005,2,390,780,served,2025-02-22T19:43:22+09:00,585,1
OI00009896,O00003934,M002,2,780,1560,served,2025-02-22T19:38:52+09:00,315,0
OI00009897,O00003935,M005,1,390,390,served,2025-02-22T20:39:36+09:00,481,1
OI00009898,O00003935,M004,1,980,980,served,2025-02-22T20:46:34+09:00,899,0
OI00009899,O00003936,M001,1,680,680,served,2025-02-22T20:51:41+09:00,746,0
OI00009900,O00003936,M004,1,980,980,served,2025-02-22T20:52:06+09:00,771,0
OI00009901,O00003937,M001,1,680,680,served,2025-02-23T17:20:21+09:00,1021,0
OI00009902,O00003937,M002,3,780,2340,served,2025-02-23T17:16:01+09:00,761,0
OI00009903,O00003937,M004,3,980,2940,served,2025-02-23T17:08:55+09:00,335,0
OI00009904,O00003937,M006,2,450,900,served,2025-02-23T17:10:29+09:00,429,1
OI00009905,O00003938,M002,3,780,2340,served,2025-02-23T17:54:02+09:00,378,0
OI00009906,O00003938,M006,1,450,450,served,2025-02-23T17:54:14+09:00,390,1
OI00009907,O00003938,M005,2,390,780,served,2025-02-23T17:53:59+09:00,375,1
OI00009908,O00003938,M104,1,800,800,served,2025-02-23T18:03:41+09:00,957,0
OI00009909,O00003939,M003,2,520,1040,served,2025-02-23T18:10:13+09:00,647,0
OI00009910,O00003939,M001,3,680,2040,served,2025-02-23T18:04:38+09:00,312,0
OI00009911,O00003939,M002,3,780,2340,served,2025-02-23T18:03:49+09:00,263,0
OI00009912,O00003940,M104,3,800,2400,served,2025-02-23T15:11:36+09:00,565,0
OI00009913,O00003941,M104,1,800,800,served,2025-02-23T15:12:25+09:00,511,0
OI00009914,O00003942,M004,2,980,1960,served,2025-02-23T15:21:48+09:00,316,0
OI00009915,O00003942,M005,3,390,1170,served,2025-02-23T15:29:31+09:00,779,1
OI00009916,O00003942,M006,2,450,900,served,2025-02-23T15:23:35+09:00,423,1
OI00009917,O00003943,M104,2,800,1600,served,2025-02-23T16:13:46+09:00,474,0
OI00009918,O00003943,M004,2,980,1960,served,2025-02-23T16:15:32+09:00,580,0
OI00009919,O00003943,M006,1,450,450,served,2025-02-23T16:23:01+09:00,1029,1
OI00009920,O00003943,M003,1,520,520,served,2025-02-23T16:18:59+09:00,787,0
OI00009921,O00003944,M002,2,780,1560,served,2025-02-23T17:30:23+09:00,1173,0
OI00009922,O00003944,M104,3,800,2400,served,2025-02-23T17:18:11+09:00,441,0
OI00009923,O00003944,M104,1,800,800,served,2025-02-23T17:19:41+09:00,531,0
OI00009924,O00003944,M104,1,800,800,served,2025-02-23T17:19:41+09:00,531,0
OI00009925,O00003945,M003,1,520,520,served,2025-02-23T17:35:45+09:00,927,0
OI00009926,O00003945,M001,3,680,2040,served,2025-02-23T17:39:01+09:00,1123,0
OI00009927,O00003945,M006,1,450,450,served,2025-02-23T17:24:34+09:00,256,1
OI00009928,O00003946,M001,1,680,680,served,2025-02-23T07:47:48+09:00,1027,0
OI00009929,O00003946,M006,2,450,900,served,2025-02-23T07:38:23+09:00,462,1
OI00009930,O00003946,M001,1,680,680,served,2025-02-23T07:47:12+09:00,991,0
OI00009931,O00003947,M002,3,780,2340,served,2025-02-23T12:31:22+09:00,254,0
OI00009932,O00003948,M004,1,980,980,served,2025-02-23T13:36:09+09:00,685,0
OI00009933,O00003948,M002,2,780,1560,served,2025-02-23T13:36:53+09:00,729,0
OI00009934,O00003949,M001,2,680,1360,served,2025-02-23T14:17:02+09:00,952,0
OI00009935,O00003949,M001,3,680,2040,served,2025-02-23T14:18:01+09:00,1011,0
OI00009936,O00003949,M104,1,800,800,served,2025-02-23T14:17:09+09:00,959,0
OI00009937,O00003950,M002,1,780,780,served,2025-02-23T21:26:31+09:00,975,0
OI00009938,O00003950,M002,1,780,780,served,2025-02-23T21:25:21+09:00,905,0
OI00009939,O00003950,M003,3,520,1560,served,2025-02-23T21:26:48+09:00,992,0
OI00009940,O00003951,M104,1,800,800,served,2025-02-23T21:37:49+09:00,1021,0
OI00009941,O00003952,M003,2,520,1040,served,2025-02-23T21:56:42+09:00,712,0
OI00009942,O00003952,M001,1,680,680,served,2025-02-23T21:55:21+09:00,631,0
OI00009943,O00003952,M001,2,680,1360,served,2025-02-23T22:00:42+09:00,952,0
OI00009944,O00003952,M002,3,780,2340,served,2025-02-23T22:00:52+09:00,962,0
OI00009945,O00003953,M003,3,520,1560,served,2025-02-23T13:23:50+09:00,384,0
OI00009946,O00003953,M104,1,800,800,served,2025-02-23T13:26:29+09:00,543,0
OI00009947,O00003954,M002,2,780,1560,served,2025-02-23T13:36:22+09:00,534,0
OI00009948,O00003955,M104,3,800,2400,served,2025-02-23T18:48:12+09:00,830,0
OI00009949,O00003955,M001,3,680,2040,served,2025-02-23T18:50:53+09:00,991,0
OI00009950,O00003955,M003,3,520,1560,served,2025-02-23T18:41:00+09:00,398,0
OI00009951,O00003956,M002,3,780,2340,served,2025-02-23T19:32:18+09:00,946,0
OI00009952,O00003956,M001,1,680,680,served,2025-02-23T19:35:43+09:00,1151,0
OI00009953,O00003956,M006,3,450,1350,served,2025-02-23T19:28:05+09:00,693,1
OI00009954,O00003956,M001,3,680,2040,served,2025-02-23T19:21:44+09:00,312,0
OI00009955,O00003957,M004,2,980,1960,served,2025-02-23T19:52:19+09:00,1083,0
OI00009956,O00003958,M005,2,390,780,served,2025-02-23T17:06:09+09:00,771,1
OI00009957,O00003958,M006,1,450,450,served,2025-02-23T17:01:59+09:00,521,1
OI00009958,O00003958,M006,1,450,450,served,2025-02-23T16:57:45+09:00,267,1
OI00009959,O00003958,M001,2,680,1360,served,2025-02-23T16:59:37+09:00,379,0
OI00009960,O00003959,M004,3,980,2940,served,2025-02-23T17:17:11+09:00,948,0
OI00009961,O00003960,M004,3,980,2940,served,2025-02-23T17:32:39+09:00,734,0
OI00009962,O00003960,M006,1,450,450,served,2025-02-23T17:37:51+09:00,1046,1
OI00009963,O00003961,M005,3,390,1170,served,2025-02-23T08:06:33+09:00,393,1
OI00009964,O00003961,M003,1,520,520,served,2025-02-23T08:07:30+09:00,450,0
OI00009965,O00003962,M006,1,450,450,served,2025-02-23T08:33:42+09:00,473,1
OI00009966,O00003962,M006,2,450,900,served,2025-02-23T08:39:40+09:00,831,1
OI00009967,O00003962,M104,2,800,1600,served,2025-02-23T08:37:01+09:00,672,0
OI00009968,O00003962,M004,1,980,980,served,2025-02-23T08:33:58+09:00,489,0
OI00009969,O00003963,M006,1,450,450,served,2025-02-23T08:43:34+09:00,754,1
OI00009970,O00003963,M003,3,520,1560,served,2025-02-23T08:44:43+09:00,823,0
OI00009971,O00003963,M002,3,780,2340,served,2025-02-23T08:49:50+09:00,1130,0
OI00009972,O00003964,M004,3,980,2940,served,2025-02-23T07:48:46+09:00,321,0
OI00009973,O00003964,M001,2,680,1360,served,2025-02-23T07:56:09+09:00,764,0
OI00009974,O00003964,M002,2,780,1560,served,2025-02-23T07:56:52+09:00,807,0
OI00009975,O00003964,M006,1,450,450,served,2025-02-23T07:47:49+09:00,264,1
OI00009976,O00003965,M004,2,980,1960,served,2025-02-23T09:04:50+09:00,1045,0
OI00009977,O00003965,M002,1,780,780,served,2025-02-23T08:59:44+09:00,739,0
OI00009978,O00003965,M104,2,800,1600,served,2025-02-23T09:02:30+09:00,905,0
OI00009979,O00003966,M006,1,450,450,served,2025-02-23T07:41:02+09:00,1099,1
OI00009980,O00003966,M104,2,800,1600,served,2025-02-23T07:27:52+09:00,309,0
OI00009981,O00003967,M003,3,520,1560,served,2025-02-23T08:29:41+09:00,925,0
OI00009982,O00003967,M001,1,680,680,served,2025-02-23T08:29:47+09:00,931,0
OI00009983,O00003967,M006,1,450,450,served,2025-02-23T08:19:52+09:00,336,1
OI00009984,O00003967,M006,1,450,450,served,2025-02-23T08:33:08+09:00,1132,1
OI00009985,O00003968,M004,3,980,2940,served,2025-02-23T08:23:31+09:00,297,0
OI00009986,O00003968,M002,2,780,1560,served,2025-02-23T08:33:58+09:00,924,0
OI00009987,O00003969,M001,2,680,1360,served,2025-02-23T14:25:47+09:00,754,0
OI00009988,O00003969,M006,3,450,1350,served,2025-02-23T14:21:19+09:00,486,1
OI00009989,O00003970,M002,2,780,1560,served,2025-02-23T14:41:34+09:00,772,0
OI00009990,O00003970,M002,1,780,780,served,2025-02-23T14:37:00+09:00,498,0
OI00009991,O00003970,M002,1,780,780,served,2025-02-23T14:41:49+09:00,787,0
OI00009992,O00003971,M001,2,680,1360,served,2025-02-23T14:25:10+09:00,941,0
OI00009993,O00003971,M104,2,800,1600,served,2025-02-23T14:16:29+09:00,420,0
OI00009994,O00003971,M104,3,800,2400,served,2025-02-23T14:18:20+09:00,531,0
OI00009995,O00003972,M003,2,520,1040,served,2025-02-23T14:55:02+09:00,1162,0
OI00009996,O00003972,M004,3,980,2940,served,2025-02-23T14:47:28+09:00,708,0
OI00009997,O00003972,M002,3,780,2340,served,2025-02-23T14:51:49+09:00,969,0
