visit_id,store_id,table_id,seated_at,left_at,adult_cnt,child_cnt,visit_date,day_of_week,time_slot
V00002573,S001,T24,2025-03-11T10:30:12+09:00,2025-03-11T11:41:12+09:00,1,2,2025-03-11,1,morning
V00002574,S001,T14,2025-03-11T13:48:03+09:00,2025-03-11T14:57:03+09:00,4,0,2025-03-11,1,lunch
V00002575,S002,T09,2025-03-11T20:26:40+09:00,2025-03-11T22:24:40+09:00,2,2,2025-03-11,1,evening
V00002576,S002,T05,2025-03-11T18:30:56+09:00,2025-03-11T19:38:56+09:00,4,0,2025-03-11,1,evening
V00002577,S002,T21,2025-03-11T10:47:52+09:00,2025-03-11T11:40:52+09:00,1,1,2025-03-11,1,morning
V00002578,S002,T02,2025-03-11T10:33:42+09:00,2025-03-11T12:17:42+09:00,4,1,2025-03-11,1,morning
V00002579,S002,T30,2025-03-11T16:27:58+09:00,2025-03-11T17:44:58+09:00,4,0,2025-03-11,1,afternoon
V00002580,S002,T15,2025-03-11T17:46:32+09:00,2025-03-11T18:46:32+09:00,2,0,2025-03-11,1,afternoon
V00002581,S002,T28,2025-03-11T18:58:06+09:00,2025-03-11T20:13:06+09:00,4,0,2025-03-11,1,evening
V00002582,S002,T08,2025-03-11T07:05:50+09:00,2025-03-11T08:31:50+09:00,4,1,2025-03-11,1,morning
V00002583,S003,T08,2025-03-11T18:14:23+09:00,2025-03-11T19:47:23+09:00,4,1,2025-03-11,1,evening
V00002584,S003,T25,2025-03-11T21:24:13+09:00,2025-03-11T22:52:13+09:00,4,2,2025-03-11,1,evening
V00002585,S003,T09,2025-03-11T07:26:56+09:00,2025-03-11T08:07:56+09:00,3,1,2025-03-11,1,morning
V00002586,S003,T23,2025-03-11T16:50:02+09:00,2025-03-11T18:42:02+09:00,2,2,2025-03-11,1,afternoon
V00002587,S003,T04,2025-03-11T09:38:51+09:00,2025-03-11T11:33:51+09:00,1,2,2025-03-11,1,morning
V00002588,S003,T07,2025-03-11T09:39:56+09:00,2025-03-11T11:13:56+09:00,3,0,2025-03-11,1,morning
V00002589,S003,T18,2025-03-11T17:22:56+09:00,2025-03-11T18:17:56+09:00,2,2,2025-03-11,1,afternoon
V00002590,S003,T18,2025-03-11T08:25:57+09:00,2025-03-11T10:13:57+09:00,4,2,2025-03-11,1,morning
V00002591,S003,T15,2025-03-11T18:25:09+09:00,2025-03-11T20:25:09+09:00,4,2,2025-03-11,1,evening
V00002592,S003,T24,2025-03-11T15:27:51+09:00,2025-03-11T16:06:51+09:00,4,2,2025-03-11,1,afternoon
V00002593,S003,T16,2025-03-11T15:11:57+09:00,2025-03-11T16:53:57+09:00,1,0,2025-03-11,1,afternoon
V00002594,S001,T10,2025-03-12T21:00:59+09:00,2025-03-12T22:39:59+09:00,1,2,2025-03-12,2,evening
V00002595,S001,T20,2025-03-12T19:56:41+09:00,2025-03-12T21:16:41+09:00,4,1,2025-03-12,2,evening
V00002596,S001,T17,2025-03-12T17:13:59+09:00,2025-03-12T18:31:59+09:00,1,2,2025-03-12,2,afternoon
V00002597,S001,T17,2025-03-12T18:20:52+09:00,2025-03-12T20:15:52+09:00,1,2,2025-03-12,2,evening
V00002598,S001,T10,2025-03-12T07:12:23+09:00,2025-03-12T08:49:23+09:00,3,0,2025-03-12,2,morning
V00002599,S001,T15,2025-03-12T19:34:27+09:00,2025-03-12T20:22:27+09:00,3,1,2025-03-12,2,evening
V00002600,S001,T18,2025-03-12T12:39:05+09:00,2025-03-12T14:00:05+09:00,2,1,2025-03-12,2,lunch
V00002601,S001,T18,2025-03-12T20:11:07+09:00,2025-03-12T21:47:07+09:00,1,1,2025-03-12,2,evening
V00002602,S001,T20,2025-03-12T17:38:27+09:00,2025-03-12T18:49:27+09:00,4,2,2025-03-12,2,afternoon
V00002603,S001,T03,2025-03-12T20:06:34+09:00,2025-03-12T21:50:34+09:00,2,0,2025-03-12,2,evening
V00002604,S001,T25,2025-03-12T13:30:50+09:00,2025-03-12T14:16:50+09:00,3,1,2025-03-12,2,lunch
V00002605,S001,T11,2025-03-12T11:05:19+09:00,2025-03-12T11:49:19+09:00,2,1,2025-03-12,2,lunch
V00002606,S001,T04,2025-03-12T18:09:51+09:00,2025-03-12T19:31:51+09:00,4,2,2025-03-12,2,evening
V00002607,S001,T27,2025-03-12T19:53:56+09:00,2025-03-12T20:47:56+09:00,1,2,2025-03-12,2,evening
V00002608,S001,T09,2025-03-12T10:04:13+09:00,2025-03-12T11:27:13+09:00,3,0,2025-03-12,2,morning
V00002609,S001,T15,2025-03-12T13:34:00+09:00,2025-03-12T14:30:00+09:00,4,1,2025-03-12,2,lunch
V00002610,S002,T04,2025-03-12T09:13:43+09:00,2025-03-12T10:28:43+09:00,1,2,2025-03-12,2,morning
V00002611,S002,T06,2025-03-12T11:20:13+09:00,2025-03-12T11:55:13+09:00,3,1,2025-03-12,2,lunch
V00002612,S002,T26,2025-03-12T16:59:14+09:00,2025-03-12T17:54:14+09:00,4,2,2025-03-12,2,afternoon
V00002613,S002,T30,2025-03-12T12:26:06+09:00,2025-03-12T13:15:06+09:00,2,2,2025-03-12,2,lunch
V00002614,S002,T26,2025-03-12T19:54:57+09:00,2025-03-12T21:49:57+09:00,3,1,2025-03-12,2,evening
V00002615,S002,T23,2025-03-12T21:03:29+09:00,2025-03-12T22:54:29+09:00,1,1,2025-03-12,2,evening
V00002616,S002,T14,2025-03-12T13:26:48+09:00,2025-03-12T15:23:48+09:00,2,1,2025-03-12,2,lunch
V00002617,S002,T25,2025-03-12T12:21:27+09:00,2025-03-12T14:12:27+09:00,4,2,2025-03-12,2,lunch
V00002618,S002,T27,2025-03-12T10:01:08+09:00,2025-03-12T10:40:08+09:00,1,0,2025-03-12,2,morning
V00002619,S002,T04,2025-03-12T07:41:46+09:00,2025-03-12T09:40:46+09:00,1,1,2025-03-12,2,morning
V00002620,S002,T29,2025-03-12T08:31:19+09:00,2025-03-12T09:09:19+09:00,4,1,2025-03-12,2,morning
V00002621,S002,T28,2025-03-12T15:52:04+09:00,2025-03-12T16:57:04+09:00,2,1,2025-03-12,2,afternoon
V00002622,S002,T14,2025-03-12T10:02:15+09:00,2025-03-12T10:45:15+09:00,4,0,2025-03-12,2,morning
V00002623,S002,T14,2025-03-12T19:04:02+09:00,2025-03-12T19:41:02+09:00,4,0,2025-03-12,2,evening
V00002624,S002,T21,2025-03-12T17:32:37+09:00,2025-03-12T19:27:37+09:00,3,0,2025-03-12,2,afternoon
V00002625,S002,T11,2025-03-12T15:28:41+09:00,2025-03-12T17:23:41+09:00,2,2,2025-03-12,2,afternoon
V00002626,S003,T20,2025-03-12T08:04:10+09:00,2025-03-12T09:37:10+09:00,3,0,2025-03-12,2,morning
V00002627,S003,T04,2025-03-12T20:06:25+09:00,2025-03-12T21:10:25+09:00,2,2,2025-03-12,2,evening
V00002628,S003,T21,2025-03-12T11:56:08+09:00,2025-03-12T13:53:08+09:00,4,0,2025-03-12,2,lunch
V00002629,S003,T09,2025-03-12T16:30:56+09:00,2025-03-12T17:11:56+09:00,3,1,2025-03-12,2,afternoon
V00002630,S003,T26,2025-03-12T21:13:07+09:00,2025-03-12T21:55:07+09:00,2,0,2025-03-12,2,evening
V00002631,S003,T24,2025-03-12T13:48:01+09:00,2025-03-12T14:26:01+09:00,2,1,2025-03-12,2,lunch
V00002632,S003,T08,2025-03-12T11:47:58+09:00,2025-03-12T13:29:58+09:00,4,2,2025-03-12,2,lunch
V00002633,S003,T03,2025-03-12T12:06:00+09:00,2025-03-12T13:07:00+09:00,1,0,2025-03-12,2,lunch
V00002634,S003,T09,2025-03-12T21:15:04+09:00,2025-03-12T21:50:04+09:00,3,2,2025-03-12,2,evening
V00002635,S003,T21,2025-03-12T20:28:12+09:00,2025-03-12T22:18:12+09:00,1,1,2025-03-12,2,evening
V00002636,S003,T07,2025-03-12T19:06:39+09:00,2025-03-12T20:35:39+09:00,2,2,2025-03-12,2,evening
V00002637,S003,T11,2025-03-12T19:50:40+09:00,2025-03-12T20:50:40+09:00,3,0,2025-03-12,2,evening
V00002638,S003,T06,2025-03-12T11:20:22+09:00,2025-03-12T12:46:22+09:00,1,2,2025-03-12,2,lunch
V00002639,S003,T12,2025-03-12T13:26:26+09:00,2025-03-12T14:31:26+09:00,2,0,2025-03-12,2,lunch
V00002640,S001,T26,2025-03-13T14:52:21+09:00,2025-03-13T16:43:21+09:00,1,0,2025-03-13,3,lunch
V00002641,S001,T17,2025-03-13T14:08:39+09:00,2025-03-13T15:41:39+09:00,3,2,2025-03-13,3,lunch
V00002642,S001,T29,2025-03-13T08:53:27+09:00,2025-03-13T10:17:27+09:00,4,1,2025-03-13,3,morning
V00002643,S001,T27,2025-03-13T13:23:54+09:00,2025-03-13T14:39:54+09:00,1,2,2025-03-13,3,lunch
V00002644,S001,T17,2025-03-13T12:49:46+09:00,2025-03-13T13:33:46+09:00,3,0,2025-03-13,3,lunch
V00002645,S001,T23,2025-03-13T20:10:58+09:00,2025-03-13T20:48:58+09:00,2,2,2025-03-13,3,evening
V00002646,S001,T29,2025-03-13T20:27:20+09:00,2025-03-13T21:15:20+09:00,3,0,2025-03-13,3,evening
V00002647,S001,T17,2025-03-13T17:37:05+09:00,2025-03-13T18:20:05+09:00,2,0,2025-03-13,3,afternoon
V00002648,S002,T28,2025-03-13T12:14:56+09:00,2025-03-13T13:02:56+09:00,3,1,2025-03-13,3,lunch
V00002649,S002,T01,2025-03-13T08:43:50+09:00,2025-03-13T10:06:50+09:00,3,1,2025-03-13,3,morning
V00002650,S002,T17,2025-03-13T11:13:10+09:00,2025-03-13T12:12:10+09:00,1,0,2025-03-13,3,lunch
V00002651,S002,T23,2025-03-13T14:10:26+09:00,2025-03-13T15:45:26+09:00,1,2,2025-03-13,3,lunch
V00002652,S002,T01,2025-03-13T08:02:24+09:00,2025-03-13T09:34:24+09:00,1,1,2025-03-13,3,morning
V00002653,S002,T17,2025-03-13T13:36:36+09:00,2025-03-13T15:12:36+09:00,2,1,2025-03-13,3,lunch
V00002654,S002,T05,2025-03-13T09:48:42+09:00,2025-03-13T10:43:42+09:00,1,2,2025-03-13,3,morning
V00002655,S002,T09,2025-03-13T08:26:59+09:00,2025-03-13T10:06:59+09:00,2,2,2025-03-13,3,morning
V00002656,S002,T22,2025-03-13T12:59:53+09:00,2025-03-13T14:23:53+09:00,2,0,2025-03-13,3,lunch
V00002657,S002,T07,2025-03-13T19:54:34+09:00,2025-03-13T21:38:34+09:00,1,1,2025-03-13,3,evening
V00002658,S002,T12,2025-03-13T19:58:21+09:00,2025-03-13T21:48:21+09:00,1,0,2025-03-13,3,evening
V00002659,S002,T07,2025-03-13T12:51:25+09:00,2025-03-13T14:17:25+09:00,1,1,2025-03-13,3,lunch
V00002660,S002,T15,2025-03-13T19:16:08+09:00,2025-03-13T20:40:08+09:00,3,2,2025-03-13,3,evening
V00002661,S003,T10,2025-03-13T21:26:16+09:00,2025-03-13T22:17:16+09:00,2,0,2025-03-13,3,evening
V00002662,S003,T22,2025-03-13T18:35:30+09:00,2025-03-13T19:12:30+09:00,3,0,2025-03-13,3,evening
V00002663,S003,T08,2025-03-13T16:41:50+09:00,2025-03-13T18:16:50+09:00,2,1,2025-03-13,3,afternoon
V00002664,S003,T02,2025-03-13T14:05:54+09:00,2025-03-13T14:58:54+09:00,3,2,2025-03-13,3,lunch
V00002665,S003,T30,2025-03-13T17:04:14+09:00,2025-03-13T18:22:14+09:00,3,0,2025-03-13,3,afternoon
V00002666,S003,T05,2025-03-13T14:22:21+09:00,2025-03-13T16:20:21+09:00,3,0,2025-03-13,3,lunch
V00002667,S003,T09,2025-03-13T18:01:41+09:00,2025-03-13T19:51:41+09:00,1,2,2025-03-13,3,evening
V00002668,S003,T27,2025-03-13T17:41:51+09:00,2025-03-13T19:11:51+09:00,4,0,2025-03-13,3,afternoon
V00002669,S003,T01,2025-03-13T16:23:19+09:00,2025-03-13T17:45:19+09:00,3,1,2025-03-13,3,afternoon
V00002670,S003,T14,2025-03-13T18:38:50+09:00,2025-03-13T20:14:50+09:00,3,1,2025-03-13,3,evening
V00002671,S001,T03,2025-03-14T09:08:04+09:00,2025-03-14T10:00:04+09:00,3,2,2025-03-14,4,morning
V00002672,S001,T19,2025-03-14T15:24:12+09:00,2025-03-14T15:59:12+09:00,3,1,2025-03-14,4,afternoon
V00002673,S001,T25,2025-03-14T16:29:43+09:00,2025-03-14T18:23:43+09:00,4,2,2025-03-14,4,afternoon
V00002674,S001,T20,2025-03-14T15:35:00+09:00,2025-03-14T16:58:00+09:00,3,0,2025-03-14,4,afternoon
V00002675,S001,T21,2025-03-14T07:00:03+09:00,2025-03-14T07:39:03+09:00,3,2,2025-03-14,4,morning
V00002676,S001,T15,2025-03-14T14:54:33+09:00,2025-03-14T16:36:33+09:00,1,1,2025-03-14,4,lunch
V00002677,S001,T18,2025-03-14T18:15:13+09:00,2025-03-14T19:19:13+09:00,2,1,2025-03-14,4,evening
V00002678,S001,T07,2025-03-14T15:12:04+09:00,2025-03-14T15:50:04+09:00,4,0,2025-03-14,4,afternoon
V00002679,S001,T08,2025-03-14T08:56:29+09:00,2025-03-14T10:04:29+09:00,3,0,2025-03-14,4,morning
V00002680,S001,T18,2025-03-14T08:07:21+09:00,2025-03-14T09:51:21+09:00,3,1,2025-03-14,4,morning
V00002681,S001,T01,2025-03-14T14:02:33+09:00,2025-03-14T15:38:33+09:00,1,0,2025-03-14,4,lunch
V00002682,S001,T16,2025-03-14T13:39:18+09:00,2025-03-14T14:27:18+09:00,4,0,2025-03-14,4,lunch
V00002683,S001,T27,2025-03-14T12:45:25+09:00,2025-03-14T14:18:25+09:00,4,2,2025-03-14,4,lunch
V00002684,S001,T22,2025-03-14T13:11:08+09:00,2025-03-14T14:00:08+09:00,3,2,2025-03-14,4,lunch
V00002685,S001,T01,2025-03-14T20:27:27+09:00,2025-03-14T22:03:27+09:00,1,1,2025-03-14,4,evening
V00002686,S001,T05,2025-03-14T10:12:42+09:00,2025-03-14T11:09:42+09:00,3,2,2025-03-14,4,morning
V00002687,S002,T10,2025-03-14T21:02:01+09:00,2025-03-14T22:09:01+09:00,3,2,2025-03-14,4,evening
V00002688,S002,T13,2025-03-14T20:41:39+09:00,2025-03-14T22:03:39+09:00,1,0,2025-03-14,4,evening
V00002689,S002,T13,2025-03-14T07:20:06+09:00,2025-03-14T08:58:06+09:00,2,1,2025-03-14,4,morning
V00002690,S002,T04,2025-03-14T09:24:33+09:00,2025-03-14T11:07:33+09:00,2,2,2025-03-14,4,morning
V00002691,S002,T29,2025-03-14T18:52:37+09:00,2025-03-14T20:49:37+09:00,4,1,2025-03-14,4,evening
V00002692,S002,T03,2025-03-14T14:05:20+09:00,2025-03-14T14:58:20+09:00,3,2,2025-03-14,4,lunch
V00002693,S002,T28,2025-03-14T10:44:07+09:00,2025-03-14T11:56:07+09:00,3,0,2025-03-14,4,morning
V00002694,S002,T04,2025-03-14T09:11:37+09:00,2025-03-14T10:52:37+09:00,2,0,2025-03-14,4,morning
V00002695,S002,T21,2025-03-14T20:39:31+09:00,2025-03-14T22:05:31+09:00,4,1,2025-03-14,4,evening
V00002696,S002,T17,2025-03-14T07:30:25+09:00,2025-03-14T09:16:25+09:00,4,1,2025-03-14,4,morning
V00002697,S002,T14,2025-03-14T16:37:17+09:00,2025-03-14T18:20:17+09:00,2,2,2025-03-14,4,afternoon
V00002698,S002,T26,2025-03-14T14:05:48+09:00,2025-03-14T15:24:48+09:00,2,2,2025-03-14,4,lunch
V00002699,S003,T16,2025-03-14T08:22:42+09:00,2025-03-14T10:02:42+09:00,3,2,2025-03-14,4,morning
V00002700,S003,T21,2025-03-14T19:19:09+09:00,2025-03-14T20:05:09+09:00,3,2,2025-03-14,4,evening
V00002701,S003,T28,2025-03-14T08:53:18+09:00,2025-03-14T10:24:18+09:00,3,0,2025-03-14,4,morning
V00002702,S003,T14,2025-03-14T15:23:05+09:00,2025-03-14T17:11:05+09:00,4,2,2025-03-14,4,afternoon
V00002703,S003,T06,2025-03-14T19:48:24+09:00,2025-03-14T21:43:24+09:00,3,1,2025-03-14,4,evening
V00002704,S003,T23,2025-03-14T09:43:58+09:00,2025-03-14T10:51:58+09:00,1,1,2025-03-14,4,morning
V00002705,S003,T22,2025-03-14T09:14:48+09:00,2025-03-14T10:25:48+09:00,1,2,2025-03-14,4,morning
V00002706,S003,T01,2025-03-14T15:13:55+09:00,2025-03-14T16:24:55+09:00,2,1,2025-03-14,4,afternoon
V00002707,S003,T14,2025-03-14T20:43:40+09:00,2025-03-14T21:39:40+09:00,4,1,2025-03-14,4,evening
V00002708,S003,T11,2025-03-14T17:12:25+09:00,2025-03-14T17:48:25+09:00,1,1,2025-03-14,4,afternoon
V00002709,S003,T15,2025-03-14T16:41:43+09:00,2025-03-14T17:33:43+09:00,3,2,2025-03-14,4,afternoon
V00002710,S003,T21,2025-03-14T18:59:39+09:00,2025-03-14T20:15:39+09:00,1,0,2025-03-14,4,evening
V00002711,S001,T27,2025-03-15T14:58:43+09:00,2025-03-15T15:42:43+09:00,2,2,2025-03-15,5,lunch
V00002712,S001,T22,2025-03-15T20:01:14+09:00,2025-03-15T21:35:14+09:00,3,0,2025-03-15,5,evening
V00002713,S001,T11,2025-03-15T11:41:58+09:00,2025-03-15T12:50:58+09:00,2,0,2025-03-15,5,lunch
V00002714,S001,T07,2025-03-15T16:08:56+09:00,2025-03-15T17:10:56+09:00,2,1,2025-03-15,5,afternoon
V00002715,S001,T03,2025-03-15T18:47:02+09:00,2025-03-15T20:06:02+09:00,1,0,2025-03-15,5,evening
V00002716,S001,T26,2025-03-15T15:38:21+09:00,2025-03-15T16:22:21+09:00,3,1,2025-03-15,5,afternoon
V00002717,S001,T21,2025-03-15T20:31:12+09:00,2025-03-15T21:12:12+09:00,4,1,2025-03-15,5,evening
V00002718,S001,T16,2025-03-15T12:36:54+09:00,2025-03-15T14:22:54+09:00,2,2,2025-03-15,5,lunch
V00002719,S001,T12,2025-03-15T13:36:27+09:00,2025-03-15T14:56:27+09:00,4,1,2025-03-15,5,lunch
V00002720,S001,T27,2025-03-15T14:46:51+09:00,2025-03-15T16:20:51+09:00,3,2,2025-03-15,5,lunch
V00002721,S001,T23,2025-03-15T16:10:42+09:00,2025-03-15T17:48:42+09:00,2,2,2025-03-15,5,afternoon
V00002722,S001,T13,2025-03-15T16:01:16+09:00,2025-03-15T17:11:16+09:00,3,2,2025-03-15,5,afternoon
V00002723,S001,T27,2025-03-15T19:04:16+09:00,2025-03-15T20:36:16+09:00,3,1,2025-03-15,5,evening
V00002724,S001,T28,2025-03-15T08:55:25+09:00,2025-03-15T10:35:25+09:00,4,0,2025-03-15,5,morning
V00002725,S002,T18,2025-03-15T15:58:31+09:00,2025-03-15T17:14:31+09:00,1,1,2025-03-15,5,afternoon
V00002726,S002,T24,2025-03-15T11:32:21+09:00,2025-03-15T12:35:21+09:00,1,1,2025-03-15,5,lunch
V00002727,S002,T12,2025-03-15T21:27:15+09:00,2025-03-15T23:00:00+09:00,2,0,2025-03-15,5,evening
V00002728,S002,T09,2025-03-15T18:41:09+09:00,2025-03-15T19:35:09+09:00,3,1,2025-03-15,5,evening
V00002729,S002,T12,2025-03-15T14:19:36+09:00,2025-03-15T15:49:36+09:00,1,1,2025-03-15,5,lunch
V00002730,S002,T12,2025-03-15T18:44:30+09:00,2025-03-15T20:25:30+09:00,3,1,2025-03-15,5,evening
V00002731,S002,T10,2025-03-15T11:00:03+09:00,2025-03-15T12:18:03+09:00,3,0,2025-03-15,5,lunch
V00002732,S002,T29,2025-03-15T20:35:12+09:00,2025-03-15T22:19:12+09:00,3,1,2025-03-15,5,evening
V00002733,S002,T06,2025-03-15T15:49:40+09:00,2025-03-15T16:44:40+09:00,1,0,2025-03-15,5,afternoon
V00002734,S002,T22,2025-03-15T15:52:34+09:00,2025-03-15T16:45:34+09:00,1,2,2025-03-15,5,afternoon
V00002735,S002,T09,2025-03-15T14:46:51+09:00,2025-03-15T16:18:51+09:00,1,0,2025-03-15,5,lunch
V00002736,S002,T20,2025-03-15T10:00:24+09:00,2025-03-15T11:45:24+09:00,1,0,2025-03-15,5,morning
V00002737,S002,T28,2025-03-15T19:21:46+09:00,2025-03-15T20:49:46+09:00,3,1,2025-03-15,5,evening
V00002738,S002,T27,2025-03-15T15:15:18+09:00,2025-03-15T16:06:18+09:00,4,1,2025-03-15,5,afternoon
V00002739,S002,T12,2025-03-15T17:30:54+09:00,2025-03-15T18:36:54+09:00,2,0,2025-03-15,5,afternoon
V00002740,S002,T09,2025-03-15T09:16:01+09:00,2025-03-15T10:51:01+09:00,2,1,2025-03-15,5,morning
V00002741,S003,T03,2025-03-15T21:08:16+09:00,2025-03-15T23:00:00+09:00,2,0,2025-03-15,5,evening
V00002742,S003,T28,2025-03-15T20:44:30+09:00,2025-03-15T22:11:30+09:00,1,0,2025-03-15,5,evening
V00002743,S003,T02,2025-03-15T15:52:13+09:00,2025-03-15T17:36:13+09:00,1,0,2025-03-15,5,afternoon
V00002744,S003,T03,2025-03-15T19:32:16+09:00,2025-03-15T21:20:16+09:00,4,1,2025-03-15,5,evening
V00002745,S003,T02,2025-03-15T20:53:09+09:00,2025-03-15T22:38:09+09:00,1,0,2025-03-15,5,evening
V00002746,S003,T03,2025-03-15T10:51:09+09:00,2025-03-15T12:44:09+09:00,4,2,2025-03-15,5,morning
V00002747,S003,T05,2025-03-15T08:48:52+09:00,2025-03-15T10:27:52+09:00,1,0,2025-03-15,5,morning
V00002748,S003,T19,2025-03-15T17:25:25+09:00,2025-03-15T18:05:25+09:00,3,0,2025-03-15,5,afternoon
V00002749,S003,T19,2025-03-15T07:47:28+09:00,2025-03-15T09:46:28+09:00,1,2,2025-03-15,5,morning
V00002750,S001,T17,2025-03-16T13:09:46+09:00,2025-03-16T14:05:46+09:00,1,1,2025-03-16,6,lunch
V00002751,S001,T19,2025-03-16T11:16:12+09:00,2025-03-16T12:50:12+09:00,2,2,2025-03-16,6,lunch
V00002752,S001,T11,2025-03-16T12:33:12+09:00,2025-03-16T13:50:12+09:00,1,0,2025-03-16,6,lunch
V00002753,S001,T06,2025-03-16T09:45:20+09:00,2025-03-16T11:14:20+09:00,2,2,2025-03-16,6,morning
V00002754,S001,T15,2025-03-16T08:17:17+09:00,2025-03-16T10:09:17+09:00,4,0,2025-03-16,6,morning
V00002755,S001,T19,2025-03-16T20:30:09+09:00,2025-03-16T22:12:09+09:00,2,1,2025-03-16,6,evening
V00002756,S001,T26,2025-03-16T12:41:10+09:00,2025-03-16T14:18:10+09:00,3,0,2025-03-16,6,lunch
V00002757,S001,T11,2025-03-16T10:21:26+09:00,2025-03-16T11:09:26+09:00,2,2,2025-03-16,6,morning
V00002758,S001,T14,2025-03-16T11:59:44+09:00,2025-03-16T13:50:44+09:00,3,0,2025-03-16,6,lunch
V00002759,S001,T26,2025-03-16T07:52:01+09:00,2025-03-16T09:02:01+09:00,3,0,2025-03-16,6,morning
V00002760,S001,T13,2025-03-16T16:45:41+09:00,2025-03-16T18:11:41+09:00,1,0,2025-03-16,6,afternoon
V00002761,S001,T27,2025-03-16T12:32:05+09:00,2025-03-16T14:12:05+09:00,1,2,2025-03-16,6,lunch
V00002762,S001,T06,2025-03-16T14:29:08+09:00,2025-03-16T16:17:08+09:00,3,2,2025-03-16,6,lunch
V00002763,S001,T17,2025-03-16T20:42:29+09:00,2025-03-16T21:37:29+09:00,3,1,2025-03-16,6,evening
V00002764,S001,T20,2025-03-16T20:59:20+09:00,2025-03-16T22:21:20+09:00,1,2,2025-03-16,6,evening
V00002765,S001,T04,2025-03-16T18:30:08+09:00,2025-03-16T19:08:08+09:00,3,0,2025-03-16,6,evening
V00002766,S002,T12,2025-03-16T12:59:44+09:00,2025-03-16T14:40:44+09:00,4,1,2025-03-16,6,lunch
V00002767,S002,T23,2025-03-16T11:39:38+09:00,2025-03-16T12:44:38+09:00,3,1,2025-03-16,6,lunch
V00002768,S002,T02,2025-03-16T18:28:29+09:00,2025-03-16T19:41:29+09:00,4,2,2025-03-16,6,evening
V00002769,S002,T15,2025-03-16T20:45:53+09:00,2025-03-16T22:02:53+09:00,2,1,2025-03-16,6,evening
V00002770,S002,T11,2025-03-16T11:56:27+09:00,2025-03-16T13:04:27+09:00,1,1,2025-03-16,6,lunch
V00002771,S002,T20,2025-03-16T07:53:16+09:00,2025-03-16T09:20:16+09:00,3,2,2025-03-16,6,morning
V00002772,S002,T10,2025-03-16T13:11:39+09:00,2025-03-16T15:04:39+09:00,3,1,2025-03-16,6,lunch
V00002773,S002,T20,2025-03-16T17:00:11+09:00,2025-03-16T18:10:11+09:00,2,0,2025-03-16,6,afternoon
V00002774,S003,T18,2025-03-16T19:19:29+09:00,2025-03-16T20:38:29+09:00,1,1,2025-03-16,6,evening
V00002775,S003,T01,2025-03-16T09:35:04+09:00,2025-03-16T10:42:04+09:00,4,1,2025-03-16,6,morning
V00002776,S003,T21,2025-03-16T14:32:35+09:00,2025-03-16T15:55:35+09:00,3,0,2025-03-16,6,lunch
V00002777,S003,T27,2025-03-16T07:04:38+09:00,2025-03-16T07:41:38+09:00,3,0,2025-03-16,6,morning
V00002778,S003,T03,2025-03-16T07:35:29+09:00,2025-03-16T08:25:29+09:00,4,0,2025-03-16,6,morning
V00002779,S003,T24,2025-03-16T09:15:38+09:00,2025-03-16T10:37:38+09:00,2,2,2025-03-16,6,morning
V00002780,S003,T28,2025-03-16T10:34:17+09:00,2025-03-16T11:21:17+09:00,3,2,2025-03-16,6,morning
V00002781,S003,T22,2025-03-16T08:47:39+09:00,2025-03-16T09:52:39+09:00,4,0,2025-03-16,6,morning
V00002782,S003,T30,2025-03-16T10:02:32+09:00,2025-03-16T10:37:32+09:00,1,2,2025-03-16,6,morning
V00002783,S003,T17,2025-03-16T15:34:53+09:00,2025-03-16T17:33:53+09:00,3,0,2025-03-16,6,afternoon
V00002784,S003,T07,2025-03-16T09:14:55+09:00,2025-03-16T10:50:55+09:00,2,0,2025-03-16,6,morning
V00002785,S003,T19,2025-03-16T09:02:53+09:00,2025-03-16T10:18:53+09:00,2,0,2025-03-16,6,morning
V00002786,S001,T17,2025-03-17T16:08:26+09:00,2025-03-17T17:19:26+09:00,3,1,2025-03-17,0,afternoon
V00002787,S001,T22,2025-03-17T10:24:29+09:00,2025-03-17T11:23:29+09:00,3,2,2025-03-17,0,morning
V00002788,S001,T14,2025-03-17T19:56:27+09:00,2025-03-17T21:37:27+09:00,1,0,2025-03-17,0,evening
V00002789,S001,T25,2025-03-17T16:54:58+09:00,2025-03-17T18:43:58+09:00,1,1,2025-03-17,0,afternoon
V00002790,S001,T08,2025-03-17T14:24:17+09:00,2025-03-17T15:18:17+09:00,4,2,2025-03-17,0,lunch
V00002791,S001,T01,2025-03-17T09:01:56+09:00,2025-03-17T10:43:56+09:00,2,1,2025-03-17,0,morning
V00002792,S001,T30,2025-03-17T12:09:10+09:00,2025-03-17T13:01:10+09:00,2,2,2025-03-17,0,lunch
V00002793,S001,T08,2025-03-17T16:08:45+09:00,2025-03-17T18:05:45+09:00,1,2,2025-03-17,0,afternoon
V00002794,S001,T10,2025-03-17T19:30:03+09:00,2025-03-17T21:09:03+09:00,3,0,2025-03-17,0,evening
V00002795,S001,T04,2025-03-17T16:04:05+09:00,2025-03-17T17:41:05+09:00,1,2,2025-03-17,0,afternoon
V00002796,S001,T20,2025-03-17T16:01:25+09:00,2025-03-17T17:18:25+09:00,3,1,2025-03-17,0,afternoon
V00002797,S001,T18,2025-03-17T10:32:12+09:00,2025-03-17T12:13:12+09:00,4,0,2025-03-17,0,morning
V00002798,S001,T14,2025-03-17T07:25:27+09:00,2025-03-17T08:57:27+09:00,4,0,2025-03-17,0,morning
